DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT
1,9,1,3,1,1,1989,0,0,250,1739,1739,250,0,0,0,250,0,0,1739,0,1739,250,0,0,0,250,0,0,1739,0
2,9,3,6,3,1,1320,0,660,0,660,660,660,0,0,0,0,0,660,660,0,1320,660,0,0,0,0,0,660,660,0
3,9,1,4,1,1,3075,789,0,400,1886,1886,1189,0,789,0,400,0,0,1886,0,2675,1189,0,789,0,400,0,0,1886,0
4,9,3,1,2,0,899,0,0,0,899,899,0,0,0,0,0,0,0,899,0,0,899,0,0,0,0,0,0,0,899
5,9,1,8,3,1,2176,0,444,400,1332,1332,844,0,0,0,400,0,444,1332,0,1776,844,0,0,0,400,0,444,1332,0
6,9,2,5,1,1,1069,0,0,0,1069,1069,0,0,0,0,0,0,0,1069,0,891,1069,0,0,0,0,0,0,0,1069
7,9,2,6,3,0,3360,0,0,400,2960,0,3360,0,0,0,400,0,0,0,2960,0,3360,0,0,0,400,0,0,0,2960
8,9,1,5,4,1,748,0,0,0,748,748,0,0,0,0,0,0,0,748,0,299,748,0,0,0,0,0,0,0,748
9,9,7,9,3,1,5040,0,0,400,4640,4640,400,0,0,0,400,0,0,4640,0,4640,400,0,0,0,400,0,0,4640,0
10,9,4,7,3,0,2549,0,0,0,2549,2549,0,0,0,0,0,0,0,2549,0,2549,0,0,0,0,0,0,0,2549,0
11,9,2,6,1,1,1725,0,0,0,1725,1725,0,0,0,0,0,0,0,1725,0,1725,0,0,0,0,0,0,0,1725,0
12,9,3,6,2,1,4500,0,1350,0,3150,3150,1350,0,0,0,0,0,1350,3150,0,4500,1350,0,0,0,0,0,1350,3150,0
13,9,1,8,1,1,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,832,0,0,0,0,0,0,0,832,0
14,9,7,5,1,0,2294,0,0,400,1894,1894,400,0,0,0,400,0,0,1894,0,1894,400,0,0,0,400,0,0,1894,0
15,9,4,6,1,0,1740,0,0,0,1740,0,1740,0,0,0,0,0,0,0,1740,0,1740,0,0,0,0,0,0,0,1740
16,9,3,9,4,0,1566,0,0,0,1566,1566,0,0,0,0,0,0,0,1566,0,1566,0,0,0,0,0,0,0,1566,0
17,9,7,4,1,1,429,0,0,0,429,429,0,0,0,0,0,0,0,429,0,286,429,0,0,0,0,0,0,0,429
18,9,4,2,1,1,3283,0,0,400,2883,2883,400,0,0,0,400,0,0,2883,0,0,3283,0,0,0,400,0,0,0,2883
19,9,4,5,1,1,2060,0,553,400,1107,1107,953,0,0,0,400,0,553,1107,0,0,2060,0,0,0,400,0,553,0,1107
20,9,2,2,2,1,1950,975,0,250,725,725,1225,0,975,0,250,0,0,725,0,340,1950,0,975,0,250,0,0,0,725
21,9,4,8,3,1,5334,2100,0,400,2834,4409,925,1575,525,0,400,0,0,2834,0,4934,925,1575,525,0,400,0,0,2834,0
22,9,2,2,4,1,1360,0,0,0,1360,1020,340,0,0,0,0,0,0,1020,340,0,1360,0,0,0,0,0,0,0,1360
23,9,4,3,1,1,1967,0,0,0,1967,1967,0,0,0,0,0,0,0,1967,0,1967,0,0,0,0,0,0,0,1967,0
24,9,1,4,1,1,5440,2320,0,400,2720,1088,4352,0,2320,0,400,0,0,1088,1632,1805,4466,0,2320,0,400,0,0,974,1746
25,9,3,2,3,1,5164,966,1023,400,2775,3499,1665,725,242,0,400,0,1023,2775,0,4764,2389,0,966,0,400,0,1023,2775,0
26,9,1,5,3,1,1302,0,0,400,902,902,400,0,0,0,400,0,0,902,0,902,400,0,0,0,400,0,0,902,0
27,9,4,7,1,1,2460,0,0,400,2060,2060,400,0,0,0,400,0,0,2060,0,2060,400,0,0,0,400,0,0,2060,0
28,9,3,6,3,1,1750,0,0,0,1750,1167,583,0,0,0,0,0,0,1167,583,584,1166,0,0,0,0,0,0,584,1166
29,9,9,12,3,1,3596,1598,0,400,1598,3196,400,1598,0,0,400,0,0,1598,0,3196,400,1598,0,0,400,0,0,1598,0
30,9,4,7,1,1,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,0,1280,0,0,0,0,0,0,0,1280
31,9,2,4,2,1,2060,754,0,250,1056,1810,250,754,0,0,250,0,0,1056,0,1810,1004,0,754,0,250,0,0,1056,0
32,9,1,7,3,1,1058,0,0,0,1058,1058,0,0,0,0,0,0,0,1058,0,529,1058,0,0,0,0,0,0,0,1058
33,9,2,11,4,1,6138,2046,0,400,3692,5738,400,2046,0,0,400,0,0,3692,0,5738,400,2046,0,0,400,0,0,3692,0
34,9,3,3,3,1,5516,1278,1080,400,2758,2758,2758,0,1278,0,400,0,1080,2758,0,1279,5516,0,1278,0,400,0,1080,0,2758
35,9,1,4,3,1,2460,0,459,400,1601,1601,859,0,0,0,400,0,459,1601,0,0,2460,0,0,0,400,0,459,0,1601
36,9,4,1,2,1,1082,0,0,0,1082,1082,0,0,0,0,0,0,0,1082,0,0,1082,0,0,0,0,0,0,0,1082
37,9,1,6,1,0,2500,0,0,400,2100,2100,400,0,0,0,400,0,0,2100,0,2100,400,0,0,0,400,0,0,2100,0
38,9,3,12,1,0,1460,0,0,0,1460,1460,0,0,0,0,0,0,0,1460,0,487,1460,0,0,0,0,0,0,0,1460
39,9,4,4,1,1,1250,0,0,0,1250,1250,0,0,0,0,0,0,0,1250,0,1250,0,0,0,0,0,0,0,1250,0
40,9,4,6,2,1,2352,0,0,400,1952,1115,1237,0,0,0,400,0,0,1115,837,0,2352,0,0,0,400,0,0,0,1952
41,9,1,9,4,0,7757,0,2484,0,5273,5273,2484,0,0,0,0,0,2484,5273,0,7757,2484,0,0,0,0,0,2484,5273,0
42,9,4,5,1,1,1397,0,0,0,1397,279,1118,0,0,0,0,0,0,279,1118,838,1397,0,0,0,0,0,0,0,1397
43,9,2,4,2,0,5208,1736,1736,0,1736,2170,3038,434,1302,0,0,0,1736,1736,0,744,5208,0,1736,0,0,0,1736,0,1736
44,9,1,1,1,1,637,0,0,0,637,637,0,0,0,0,0,0,0,637,0,0,637,0,0,0,0,0,0,0,637
45,9,6,1,1,1,5440,1360,0,0,4080,4760,680,680,680,0,0,0,0,4080,0,5440,1360,0,1360,0,0,0,0,4080,0
46,9,4,5,2,1,830,0,0,0,830,623,208,0,0,0,0,0,0,623,208,0,830,0,0,0,0,0,0,0,830
47,9,2,1,1,1,4045,945,945,0,2155,2155,1890,0,945,0,0,0,945,2155,0,1156,4045,0,945,0,0,0,945,0,2155
48,9,1,1,1,1,1216,0,0,0,1216,1216,0,0,0,0,0,0,0,1216,0,1216,1216,0,0,0,0,0,0,0,1216
49,9,1,9,1,1,955,0,0,0,955,955,0,0,0,0,0,0,0,955,0,955,0,0,0,0,0,0,0,955,0
50,9,3,6,2,0,2304,1152,0,400,752,1904,400,1152,0,0,400,0,0,752,0,1904,1552,0,1152,0,400,0,0,752,0
51,9,2,6,2,1,594,0,0,0,594,594,0,0,0,0,0,0,0,594,0,0,594,0,0,0,0,0,0,0,594
52,9,4,7,1,1,2584,0,0,400,2184,1492,1092,0,0,400,0,0,0,1092,1092,746,1838,0,0,0,400,0,0,746,1438
53,9,3,2,1,1,1147,0,0,250,897,179,968,0,0,0,250,0,0,179,718,179,1147,0,0,0,250,0,0,0,897
54,9,4,6,1,1,524,0,0,0,524,0,524,0,0,0,0,0,0,0,524,524,524,0,0,0,0,0,0,0,524
55,9,1,9,3,0,552,0,0,0,552,552,0,0,0,0,0,0,0,552,0,552,0,0,0,0,0,0,0,552,0
56,9,3,3,1,1,3839,563,1638,0,1638,1638,2201,0,563,0,0,0,1638,1638,0,3839,2201,0,563,0,0,0,1638,1638,0
57,9,3,9,1,1,2736,1368,0,400,968,2302,434,1334,34,0,400,0,0,968,0,2336,434,1334,34,0,400,0,0,968,0
58,9,2,8,3,1,9243,3654,0,650,4939,8593,650,3654,0,0,650,0,0,4939,0,8593,4304,0,3654,0,650,0,0,4939,0
59,9,1,3,2,1,4450,1375,850,400,1825,4050,400,1375,0,0,400,850,0,1825,0,4050,400,1375,0,0,400,850,0,1825,0
60,9,3,9,4,0,4352,1234,0,650,2468,3702,650,1234,0,0,650,0,0,2468,0,1114,3609,0,1234,0,650,0,0,743,1725
61,9,1,1,1,1,1186,0,0,250,936,936,250,0,0,0,250,0,0,936,0,375,1186,0,0,0,250,0,0,0,936
62,9,3,5,4,1,2080,790,0,250,1040,1633,448,593,198,0,250,0,0,1040,0,366,2080,0,790,0,250,0,0,0,1040
63,9,3,3,3,0,524,0,0,0,524,524,0,0,0,0,0,0,0,524,0,131,524,0,0,0,0,0,0,0,524
64,9,2,1,2,0,3564,891,891,0,1782,668,2896,0,891,0,0,0,891,668,1114,891,3564,0,891,0,0,0,891,0,1782
65,9,1,6,1,0,2123,0,0,400,1723,1723,400,0,0,0,400,0,0,1723,0,1723,400,0,0,0,400,0,0,1723,0
66,9,2,4,2,1,430,0,0,0,430,430,0,0,0,0,0,0,0,430,0,0,430,0,0,0,0,0,0,0,430
67,9,3,2,1,1,2704,704,648,0,1352,1127,1577,0,704,0,0,0,648,1127,225,0,2704,0,704,0,0,0,648,0,1352
68,9,2,7,1,0,1584,0,792,0,792,792,792,0,0,0,0,0,792,792,0,1584,792,0,0,0,0,0,792,792,0
69,9,1,4,1,1,3221,588,588,0,2045,877,2345,0,588,0,0,0,588,877,1169,460,3221,0,588,0,0,0,588,0,2045
70,9,1,4,1,1,437,0,0,0,437,437,0,0,0,0,0,0,0,437,0,0,437,0,0,0,0,0,0,0,437
71,9,2,8,2,0,1352,0,0,0,1352,1352,0,0,0,0,0,0,0,1352,0,1352,0,0,0,0,0,0,0,1352,0
72,9,4,6,3,0,2253,0,0,400,1853,1853,400,0,0,0,400,0,0,1853,0,1853,400,0,0,0,400,0,0,1853,0
73,9,1,3,2,1,1022,68,0,0,955,1005,17,51,17,0,0,0,0,955,0,1022,17,51,17,0,0,0,0,955,0
74,9,2,6,1,0,2970,990,0,250,1730,2720,250,990,0,0,250,0,0,1730,0,2720,1240,0,990,0,250,0,0,1730,0
75,9,7,6,1,0,2074,0,0,400,1674,1674,400,0,0,0,400,0,0,1674,0,1674,400,0,0,0,400,0,0,1674,0
76,9,4,1,1,1,2178,696,0,0,1482,2178,0,696,0,0,0,0,0,1482,0,1307,2178,0,696,0,0,0,0,0,1482
77,9,3,2,3,0,2574,858,858,0,858,858,1716,0,858,0,0,0,858,858,0,0,2574,0,858,0,0,0,858,0,858
78,9,7,7,1,0,4028,0,2014,400,1614,1614,2414,0,0,0,400,0,2014,1614,0,3628,2414,0,0,0,400,0,2014,1614,0
79,9,1,1,1,1,2210,675,0,0,1535,1535,675,0,675,0,0,0,0,1535,0,1024,1499,0,675,0,0,0,0,711,824
80,9,4,9,1,1,5040,0,1680,400,2960,2960,2080,0,0,0,400,0,1680,2960,0,4640,2080,0,0,0,400,0,1680,2960,0
81,9,3,4,2,1,5244,1748,1748,0,1748,3496,1748,1748,0,0,0,0,1748,1748,0,5244,3496,0,1748,0,0,0,1748,1748,0
82,9,2,1,2,1,550,0,0,0,550,550,0,0,0,0,0,0,0,550,0,0,550,0,0,0,0,0,0,0,550
83,9,3,6,1,1,1508,0,0,250,1258,1258,250,0,0,0,250,0,0,1258,0,1258,250,0,0,0,250,0,0,1258,0
84,9,2,5,1,1,2428,0,0,400,2028,2028,400,0,0,0,400,0,0,2028,0,0,2428,0,0,0,400,0,0,0,2028
85,9,1,5,3,1,359,0,0,0,359,359,0,0,0,0,0,0,0,359,0,359,359,0,0,0,0,0,0,0,359
86,9,2,1,4,1,5936,896,1680,400,2960,2960,2976,0,896,0,400,0,1680,2960,0,0,5936,0,896,0,400,0,1680,0,2960
87,9,3,1,1,1,1406,0,0,0,1406,1406,0,0,0,0,0,0,0,1406,0,402,1406,0,0,0,0,0,0,0,1406
88,9,3,4,1,1,660,0,0,0,660,660,0,0,0,0,0,0,0,660,0,660,0,0,0,0,0,0,0,660,0
89,3,1,6,1,1,1585,500,0,250,835,1085,500,250,250,0,250,0,0,835,0,334,1585,0,500,0,250,0,0,0,835
90,9,2,5,2,1,773,0,0,0,773,0,773,0,0,0,0,0,0,0,773,193,773,0,0,0,0,0,0,0,773
91,9,1,5,3,0,858,0,0,0,858,858,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,0,0,0,858
92,9,1,1,1,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,333,666,0,0,0,0,0,0,0,666
93,9,3,7,4,0,4892,2400,0,400,2092,4492,400,2400,0,0,400,0,0,2092,0,4492,400,2400,0,0,400,0,0,2092,0
94,9,3,5,4,0,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,166,832,0,0,0,0,0,0,0,832
95,9,1,5,1,1,1843,0,0,0,1843,1843,0,0,0,0,0,0,0,1843,0,1843,0,0,0,0,0,0,0,1843,0
96,9,1,5,4,0,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,1296,0,0,0,0,0,0,0,1296,0
97,9,1,12,3,1,5254,0,2627,650,1977,1977,3277,0,0,0,650,0,2627,1977,0,4604,2627,0,0,650,0,0,2627,1977,0
98,9,4,4,1,1,1739,0,0,400,1339,446,1293,0,0,0,400,0,0,446,893,0,1739,0,0,0,400,0,0,0,1339
99,9,1,2,1,1,1847,560,0,0,1287,1287,560,0,560,0,0,0,0,1287,0,616,1847,0,560,0,0,0,0,0,1287
100,9,3,9,3,1,3714,1178,0,650,1886,3714,0,1178,0,650,0,0,0,1886,0,3064,0,1178,0,650,0,0,0,1886,0
101,9,1,3,3,1,2430,1215,0,0,1215,2430,0,1215,0,0,0,0,0,1215,0,2430,0,1215,0,0,0,0,0,1215,0
102,9,3,11,4,0,5772,1924,0,250,3598,5522,250,1924,0,0,250,0,0,3598,0,5522,2174,0,1924,0,250,0,0,3598,0
103,9,6,9,3,1,8906,0,2440,650,5816,5816,3090,0,0,0,650,0,2440,5816,0,8256,3090,0,0,0,650,0,2440,5816,0
104,9,2,2,1,1,4170,0,2085,250,1835,1223,2947,0,0,0,250,0,2085,1223,612,0,4170,0,0,0,250,0,2085,0,1835
105,9,2,4,1,1,704,0,0,0,704,141,563,0,0,0,0,0,0,141,563,282,704,0,0,0,0,0,0,0,704
106,9,3,4,1,1,1653,0,525,0,1128,1128,525,0,0,0,0,0,525,1128,0,551,1653,0,0,0,0,0,525,0,1128
107,5,4,7,1,1,568,0,0,0,568,568,0,0,0,0,0,0,0,568,0,568,0,0,0,0,0,0,0,568,0
108,9,4,8,3,1,2636,0,0,400,2236,1917,719,0,0,0,400,0,0,1917,319,1030,1606,0,0,0,400,0,0,1030,1206
109,9,4,3,2,1,2898,0,1449,400,1049,450,2448,0,0,0,400,0,1449,450,599,0,2898,0,0,0,400,0,1449,0,1049
110,9,3,2,3,1,1885,858,0,0,1027,1885,0,858,0,0,0,0,0,1027,0,1885,0,858,0,0,0,0,0,1027,0
111,9,1,9,3,1,8316,0,2772,400,5144,5144,3172,0,0,0,400,0,2772,5144,0,7916,3172,0,0,0,400,0,2772,5144,0
112,9,1,3,1,1,2268,1134,0,0,1134,1134,1134,0,1134,0,0,0,0,1134,0,454,2268,0,1134,0,0,0,0,0,1134
113,9,1,1,3,1,4000,0,2000,400,1600,1600,2400,0,0,0,400,0,2000,1600,0,3600,2400,0,0,0,400,0,2000,1600,0
114,9,2,1,2,0,8468,2117,0,0,6351,6351,2117,0,2117,0,0,0,0,6351,0,0,8468,0,2117,0,0,0,0,0,6351
115,9,3,5,2,1,1946,323,0,650,973,1946,0,323,0,650,0,0,0,973,0,162,1946,0,323,0,650,0,0,0,973
116,9,3,1,1,0,1528,480,0,0,1048,1048,480,0,480,0,0,0,0,1048,0,255,1528,0,480,0,0,0,0,0,1048
117,9,3,5,1,0,840,0,0,0,840,672,168,0,0,0,0,0,0,672,168,0,840,0,0,0,0,0,0,0,840
118,3,2,7,2,1,5043,2288,0,400,2355,4586,457,2231,57,0,400,0,0,2355,0,0,5043,0,2288,0,400,0,0,0,2355
119,9,3,9,3,1,2726,875,0,0,1851,1851,875,0,875,0,0,0,0,1851,0,2726,875,0,875,0,0,0,0,1851,0
120,9,1,4,1,1,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,832,0,0,0,0,0,0,0,832,0
121,9,3,7,4,1,4719,2313,0,400,2006,4319,400,2313,0,0,400,0,0,2006,0,4319,400,2313,0,0,400,0,0,2006,0
122,9,3,1,1,1,2838,946,946,0,946,946,1892,0,946,0,0,0,946,946,0,811,2838,0,946,0,0,0,946,0,946
123,9,3,1,2,1,793,0,0,0,793,793,0,0,0,0,0,0,0,793,0,793,0,0,0,0,0,0,0,793,0
124,9,2,3,2,1,3750,1250,1250,250,1000,2250,1500,1250,0,0,250,0,1250,1000,0,3500,1500,1250,0,0,250,0,1250,1000,0
125,9,1,2,3,1,4114,980,980,0,2154,3134,980,980,0,0,0,0,980,2154,0,4114,980,980,0,0,0,0,980,2154,0
126,4,4,2,1,1,651,0,0,0,651,326,326,0,0,0,0,0,0,326,326,0,651,0,0,0,0,0,0,0,651
127,9,1,4,1,1,1437,0,0,0,1437,1437,0,0,0,0,0,0,0,1437,0,411,1437,0,0,0,0,0,0,0,1437
128,9,4,3,1,1,2759,0,0,400,2359,2359,400,0,0,0,400,0,0,2359,0,2359,400,0,0,0,400,0,0,2359,0
129,9,4,9,1,1,3507,0,0,650,2857,0,3507,0,0,0,650,0,0,0,2857,982,2525,0,0,0,650,0,0,982,1875
130,9,2,6,1,1,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0
131,9,2,5,1,1,1127,0,0,0,1127,1127,0,0,0,0,0,0,0,1127,0,1127,0,0,0,0,0,0,0,1127,0
132,9,4,3,1,1,613,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,613,0,0,0,0,0,0,0,613
133,9,3,9,4,0,2770,1352,0,0,1418,1418,1352,0,1352,0,0,0,0,1418,0,0,2770,0,1352,0,0,0,0,0,1418
134,9,4,3,3,1,3838,0,1881,0,1957,978,2859,0,0,0,0,0,1881,978,978,1155,3249,0,0,0,0,0,1881,589,1368
135,9,3,9,3,1,3312,696,696,400,1520,1520,1792,0,696,0,400,0,696,1520,0,2912,1792,0,696,0,400,0,696,1520,0
136,9,2,7,4,1,2108,0,0,400,1708,1708,400,0,0,0,400,0,0,1708,0,1708,400,0,0,0,400,0,0,1708,0
137,9,1,9,4,1,8736,2184,2184,650,3718,5902,2834,2184,0,0,650,0,2184,3718,0,8086,2834,2184,0,0,650,0,2184,3718,0
138,9,1,4,4,1,1848,0,0,400,1448,1848,0,0,0,400,0,0,0,1448,0,869,1848,0,0,0,400,0,0,0,1448
139,9,2,5,1,1,866,0,0,0,866,866,0,0,0,0,0,0,0,866,0,650,866,0,0,0,0,0,0,0,866
140,9,3,5,2,1,5208,0,1736,250,3222,3222,1986,0,0,0,250,0,1736,3222,0,4958,1986,0,0,0,250,0,1736,3222,0
141,9,6,2,4,0,8990,1798,1798,0,5394,6743,2248,1349,450,0,0,0,1798,5394,0,1124,8990,0,1798,0,0,0,1798,0,5394
142,9,4,4,1,1,650,0,0,0,650,650,0,0,0,0,0,0,0,650,0,0,650,0,0,0,0,0,0,0,650
143,3,3,1,2,1,4084,1188,520,0,2376,2636,1448,0,1188,0,0,260,260,2376,0,1815,4084,0,1188,0,0,0,520,0,2376
144,9,4,3,4,1,1904,0,952,0,952,952,952,0,0,0,0,0,952,952,0,0,1904,0,0,0,0,0,952,0,952
145,9,3,1,3,1,4230,1410,1410,0,1410,1410,2820,0,1410,0,0,0,1410,1410,0,4230,2820,0,1410,0,0,0,1410,1410,0
146,9,3,3,2,1,5952,1984,1984,250,1734,3472,2480,1488,496,250,0,0,1984,1734,0,1715,3942,1488,496,0,250,0,1984,522,1212
147,9,3,1,1,1,460,0,0,0,460,460,0,0,0,0,0,0,0,460,0,307,460,0,0,0,0,0,0,0,460
148,9,2,6,1,1,1824,912,0,0,912,912,912,0,912,0,0,0,0,912,0,1824,912,0,912,0,0,0,0,912,0
149,9,3,4,1,0,1008,0,0,0,1008,1008,0,0,0,0,0,0,0,1008,0,0,1008,0,0,0,0,0,0,0,1008
150,9,2,7,4,0,4692,0,2346,400,1946,1946,2746,0,0,0,400,0,2346,1946,0,4292,2746,0,0,0,400,0,2346,1946,0
151,9,1,2,1,1,3530,1100,0,0,2430,2430,1100,0,1100,0,0,0,0,2430,0,0,3530,0,1100,0,0,0,0,0,2430
152,9,4,5,1,1,455,0,0,0,455,455,0,0,0,0,0,0,0,455,0,455,0,0,0,0,0,0,0,455,0
153,9,1,1,1,1,2695,275,750,0,1670,1670,1025,0,275,0,0,0,750,1670,0,1155,2695,0,275,0,0,0,750,0,1670
154,9,2,1,1,1,2692,864,0,0,1828,1828,864,0,864,0,0,0,0,1828,0,1346,2692,0,864,0,0,0,0,0,1828
155,9,2,9,1,1,4200,0,2100,400,1700,1700,2500,0,0,0,400,0,2100,1700,0,3800,2500,0,0,0,400,0,2100,1700,0
156,9,2,9,4,0,1606,0,0,0,1606,1606,0,0,0,0,0,0,0,1606,0,0,1606,0,0,0,0,0,0,0,1606
157,9,4,3,3,1,2177,0,0,0,2177,2177,0,0,0,0,0,0,0,2177,0,0,2177,0,0,0,0,0,0,0,2177
158,9,3,6,2,1,2116,0,0,400,1716,1716,400,0,0,0,400,0,0,1716,0,1716,400,0,0,0,400,0,0,1716,0
159,9,2,8,4,0,1430,0,0,0,1430,1430,0,0,0,0,0,0,0,1430,0,1430,0,0,0,0,0,0,0,1430,0
160,9,4,2,1,1,2832,0,0,0,2832,0,2832,0,0,0,0,0,0,0,2832,1416,2832,0,0,0,0,0,0,0,2832
161,9,2,1,1,1,5600,0,1500,0,4100,4100,1500,0,0,0,0,0,1500,4100,0,5600,1500,0,0,0,0,0,1500,4100,0
162,9,3,6,1,1,530,0,0,0,530,530,0,0,0,0,0,0,0,530,0,177,530,0,0,0,0,0,0,0,530
163,9,1,4,1,1,591,0,0,0,591,591,0,0,0,0,0,0,0,591,0,591,0,0,0,0,0,0,0,591,0
164,9,3,1,3,1,2470,412,412,0,1647,2058,412,412,0,0,0,0,412,1647,0,706,2470,0,412,0,0,0,412,0,1647
165,5,1,5,1,1,990,0,0,0,990,990,0,0,0,0,0,0,0,990,0,198,990,0,0,0,0,0,0,0,990
166,9,4,5,1,1,1745,0,0,0,1745,1745,0,0,0,0,0,0,0,1745,0,1745,0,0,0,0,0,0,0,1745,0
167,9,3,9,4,0,4976,1144,1144,400,2288,3224,1752,1144,0,0,400,0,1144,2080,208,4576,1544,1144,0,0,400,0,1144,2288,0
168,9,4,5,2,0,1672,0,0,250,1422,1422,250,0,0,0,250,0,0,1422,0,1422,0,0,0,250,0,0,0,1422,0
169,9,3,3,1,1,1800,900,0,0,900,1800,0,900,0,0,0,0,0,900,0,1800,900,0,900,0,0,0,0,900,0
170,9,3,9,4,0,1248,0,0,0,1248,312,936,0,0,0,0,0,0,312,936,1248,0,0,0,0,0,0,0,1248,0
171,9,4,2,4,0,1216,0,0,0,1216,811,405,0,0,0,0,0,0,811,405,0,1216,0,0,0,0,0,0,0,1216
172,9,4,8,3,1,7560,2520,0,650,4390,6910,650,2520,0,0,650,0,0,4390,0,6910,650,2520,0,0,650,0,0,4390,0
173,9,2,8,3,1,3881,870,0,400,2611,2829,1053,218,653,0,400,0,0,2611,0,3481,1270,0,870,0,400,0,0,2611,0
174,9,3,10,2,0,3842,1064,1064,650,1064,2778,1064,1064,0,650,0,0,1064,1064,0,638,3842,0,1064,0,650,0,1064,0,1064
175,9,1,5,4,0,2376,1188,0,0,1188,1366,1010,891,297,0,0,0,0,475,713,475,2376,0,1188,0,0,0,0,0,1188
176,9,2,7,3,1,5374,0,1658,400,3316,3316,2058,0,0,0,400,0,1658,3316,0,4974,2058,0,0,0,400,0,1658,3316,0
177,9,3,2,1,1,1812,906,0,0,906,1812,0,906,0,0,0,0,0,906,0,1812,906,0,906,0,0,0,0,906,0
178,9,2,1,1,1,2184,728,0,0,1456,1456,728,0,728,0,0,0,0,1456,0,364,2184,0,728,0,0,0,0,0,1456
179,9,1,4,3,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,222,666,0,0,0,0,0,0,0,666
180,9,3,9,1,1,1624,0,0,0,1624,1624,0,0,0,0,0,0,0,1624,0,696,1624,0,0,0,0,0,0,0,1624
181,9,2,1,2,1,4352,1088,1088,0,2176,2176,2176,0,1088,0,0,0,1088,2176,0,0,4352,0,1088,0,0,0,1088,0,2176
182,9,4,10,2,1,3100,0,0,400,2700,2700,400,0,0,0,400,0,0,2700,0,2700,400,0,0,0,400,0,0,2700,0
183,9,1,7,3,1,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0
184,9,3,1,1,1,1650,588,0,0,1062,1062,588,0,588,0,0,0,0,1062,0,330,1650,0,588,0,0,0,0,0,1062
185,9,3,4,1,1,1800,900,0,0,900,1800,0,900,0,0,0,0,0,900,0,1800,0,900,0,0,0,0,0,900,0
186,9,4,6,2,1,3153,0,834,650,1669,1669,1484,0,0,0,650,0,834,1669,0,0,3153,0,0,0,650,0,834,0,1669
187,9,1,3,2,1,3362,1053,0,0,2309,2309,1053,0,1053,0,0,0,0,2309,0,3362,1053,0,1053,0,0,0,0,2309,0
188,3,3,3,1,1,2297,0,1120,0,1177,1177,1120,0,0,0,0,0,1120,1177,0,919,2297,0,0,0,0,0,1120,0,1177
189,9,1,8,3,1,4998,0,1666,400,2932,2932,2066,0,0,0,400,0,1666,2932,0,4598,2066,0,0,0,400,0,1666,2932,0
190,9,1,1,4,0,2268,0,0,0,2268,2268,0,0,0,0,0,0,0,2268,0,0,2268,0,0,0,0,0,0,0,2268
191,9,3,4,1,1,1068,0,0,0,1068,1068,0,0,0,0,0,0,0,1068,0,1068,0,0,0,0,0,0,0,1068,0
192,9,1,3,1,0,727,0,0,0,727,727,0,0,0,0,0,0,0,727,0,485,727,0,0,0,0,0,0,0,727
193,9,1,11,4,1,5640,2820,0,400,2420,2420,3220,0,2820,0,400,0,0,2420,0,5240,3220,0,2820,0,400,0,0,2420,0
194,9,7,4,1,0,2012,0,0,250,1762,755,1257,0,0,0,250,0,0,755,1007,713,1299,0,0,0,250,0,0,713,1049
195,9,3,6,1,1,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,273,447,0,0,0,0,0,0,273,447
196,9,3,1,1,1,3023,989,989,0,1045,1539,1484,495,495,0,0,0,989,1045,0,605,3023,0,989,0,0,0,989,0,1045
197,9,2,1,2,1,5952,1488,1488,0,2976,2976,2976,0,1488,0,0,0,1488,2976,0,5952,2976,0,1488,0,0,0,1488,2976,0
198,9,3,3,4,1,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,1000,0
199,9,3,1,3,1,1669,556,0,0,1113,1113,556,0,556,0,0,0,0,1113,0,693,1207,0,556,0,0,0,0,462,651
200,9,7,3,4,0,680,0,0,250,430,430,250,0,0,0,250,0,0,430,0,430,250,0,0,0,250,0,0,430,0
201,9,1,5,1,1,1240,0,0,0,1240,1240,0,0,0,0,0,0,0,1240,0,1240,0,0,0,0,0,0,0,1240,0
