DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT
3814,9,3,1,1,1,4392,1008,0,0,3384,3384,1008,0,1008,0,0,0,0,3384,0,4392,1008,0,1008,0,0,0,0,3384,0
3815,9,4,2,1,1,520,0,0,0,520,0,520,0,0,0,0,0,0,0,520,260,520,0,0,0,0,0,0,0,520
3816,9,4,3,1,1,2129,0,0,0,2129,710,1420,0,0,0,0,0,0,710,1420,1065,2129,0,0,0,0,0,0,0,2129
3817,9,1,4,3,1,1237,0,0,0,1237,1237,0,0,0,0,0,0,0,1237,0,1237,0,0,0,0,0,0,0,1237,0
3818,9,3,2,1,1,1276,638,0,0,638,957,319,319,319,0,0,0,0,638,0,319,1276,0,638,0,0,0,0,0,638
3819,9,1,7,3,1,3298,0,620,400,2278,2278,1020,0,0,0,400,0,620,2278,0,2898,1020,0,0,0,400,0,620,2278,0
3820,9,3,9,1,1,2500,850,0,400,1250,1888,613,638,213,0,400,0,0,1250,0,2100,613,638,213,0,400,0,0,1250,0
3821,3,2,3,3,1,4944,1036,1036,400,2472,2566,2378,1036,0,0,400,1036,0,494,1978,909,4944,0,1036,0,400,0,1036,0,2472
3822,9,1,3,1,1,3772,0,1886,400,1486,1486,2286,0,0,0,400,0,1886,1486,0,3372,2286,0,0,0,400,0,1886,1486,0
3823,9,7,3,3,1,1353,0,0,0,1353,0,1353,0,0,0,0,0,0,0,1353,0,1353,0,0,0,0,0,0,0,1353
3824,9,1,3,1,1,3338,0,1669,0,1669,1669,1669,0,0,0,0,0,1669,1669,0,3338,1669,0,0,0,0,0,1669,1669,0
3825,9,1,2,1,1,380,0,0,0,380,380,0,0,0,0,0,0,0,380,0,380,380,0,0,0,0,0,0,0,380
3826,9,3,6,4,1,2310,1155,0,0,1155,1155,1155,1155,0,0,0,0,0,0,1155,771,1924,0,1155,0,0,0,0,386,769
3827,9,2,4,4,1,2028,0,0,0,2028,2028,0,0,0,0,0,0,0,2028,0,0,2028,0,0,0,0,0,0,0,2028
3828,9,3,7,3,1,1312,414,0,0,898,1208,104,311,104,0,0,0,0,898,0,448,695,311,104,0,0,0,0,306,591
3829,9,3,4,1,1,792,0,0,0,792,792,0,0,0,0,0,0,0,792,0,792,0,0,0,0,0,0,0,792,0
3830,9,1,9,4,1,650,0,0,0,650,650,0,0,0,0,0,0,0,650,0,0,650,0,0,0,0,0,0,0,650
3831,9,3,1,2,1,4216,1054,1054,0,2108,2108,2108,0,1054,0,0,0,1054,2108,0,0,4216,0,1054,0,0,0,1054,0,2108
3832,9,1,7,3,0,7350,0,2450,400,4500,4500,2850,0,0,0,400,0,2450,4500,0,6950,2850,0,0,0,400,0,2450,4500,0
3833,9,1,1,4,1,5040,0,2520,0,2520,2520,2520,0,0,0,0,0,2520,2520,0,5040,2520,0,0,0,0,0,2520,2520,0
3834,9,3,3,2,1,829,0,0,0,829,829,0,0,0,0,0,0,0,829,0,829,0,0,0,0,0,0,0,829,0
3835,9,2,1,4,0,3311,1620,0,0,1691,1691,1620,0,1620,0,0,0,0,1691,0,552,3311,0,1620,0,0,0,0,0,1691
3836,9,7,4,1,1,1371,0,0,0,1371,1143,229,0,0,0,0,0,0,1143,229,229,1371,0,0,0,0,0,0,0,1371
3837,9,3,9,4,0,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,0,1296,0,0,0,0,0,0,0,1296
3838,9,1,3,3,1,3100,806,0,0,2294,3080,20,786,20,0,0,0,0,2294,0,775,3100,0,806,0,0,0,0,0,2294
3839,9,3,8,4,0,2912,0,1456,0,1456,1456,1456,0,0,0,0,0,1456,1456,0,2912,1456,0,0,0,0,0,1456,1456,0
3840,9,1,3,2,1,1200,0,0,0,1200,960,240,0,0,0,0,0,0,960,240,412,788,0,0,0,0,0,0,412,788
3841,9,3,1,1,1,3570,1190,0,0,2380,1020,2550,0,1190,0,0,0,0,1020,1360,1482,2582,0,1190,0,0,0,0,988,1392
3842,9,1,6,3,0,3422,1073,0,0,2349,3422,0,1073,0,0,0,0,0,2349,0,3422,0,1073,0,0,0,0,0,2349,0
3843,9,9,6,1,1,4680,1560,0,250,2870,4680,0,1560,0,250,0,0,0,2870,0,1479,2162,1560,0,0,250,0,0,958,1912
3844,9,3,8,3,0,3416,1708,0,250,1458,1458,1958,0,1708,0,250,0,0,1458,0,3166,1958,0,1708,0,250,0,0,1458,0
3845,9,1,9,2,0,772,0,0,0,772,772,0,0,0,0,0,0,0,772,0,772,0,0,0,0,0,0,0,772,0
3846,9,3,5,2,1,3928,0,1964,0,1964,1964,1964,0,0,0,0,0,1964,1964,0,3928,1964,0,0,0,0,0,1964,1964,0
3847,9,3,13,4,0,1456,0,0,0,1456,1456,0,0,0,0,0,0,0,1456,0,0,1456,0,0,0,0,0,0,0,1456
3848,9,3,3,2,1,3088,612,578,0,1898,1898,1190,0,612,0,0,0,578,1898,0,1765,3088,0,612,0,0,0,578,0,1898
3849,9,5,3,1,1,1536,256,0,0,1280,640,896,0,256,0,0,0,0,640,640,528,1096,0,256,0,0,0,0,440,840
3850,9,3,4,1,0,2184,768,0,0,1416,1416,768,0,768,0,0,0,0,1416,0,728,2184,0,768,0,0,0,0,0,1416
3851,9,3,1,2,1,2005,768,0,0,1237,2005,0,768,0,0,0,0,0,1237,0,2005,0,768,0,0,0,0,0,1237,0
3852,9,7,3,3,1,1755,0,0,400,1355,1355,400,0,0,0,400,0,0,1355,0,1355,400,0,0,0,400,0,0,1355,0
3853,9,3,3,1,0,1560,696,0,0,864,864,696,0,696,0,0,0,0,864,0,0,1560,0,696,0,0,0,0,0,864
3854,9,1,1,1,1,1500,300,0,0,1200,1200,300,0,300,0,0,0,0,1200,0,900,1500,0,300,0,0,0,0,0,1200
3855,9,2,9,1,1,2107,0,0,400,1707,1707,400,0,0,0,400,0,0,1707,0,1707,400,0,0,0,400,0,0,1707,0
3856,9,2,4,2,1,440,0,0,0,440,0,440,0,0,0,0,0,0,0,440,0,440,0,0,0,0,0,0,0,440
3857,9,4,5,3,1,2391,0,0,400,1991,1991,400,0,0,0,400,0,0,1991,0,1991,0,0,0,400,0,0,0,1991,0
3858,9,3,5,4,0,2592,864,0,400,1328,2026,566,864,0,0,400,0,0,1162,166,274,2592,0,864,0,400,0,0,0,1328
3859,9,1,5,4,0,3408,1704,0,400,1304,3008,400,1704,0,0,400,0,0,1304,0,3008,400,1704,0,0,400,0,0,1304,0
3860,9,4,3,1,1,880,0,0,400,480,288,592,0,0,0,400,0,0,288,192,0,880,0,0,0,400,0,0,0,480
3861,9,4,5,3,1,1216,0,0,400,816,816,400,0,0,0,400,0,0,816,0,816,400,0,0,0,400,0,0,816,0
3862,9,1,5,1,0,1024,0,0,0,1024,683,341,0,0,0,0,0,0,683,341,171,1024,0,0,0,0,0,0,0,1024
3863,9,1,7,1,1,1204,0,0,0,1204,1204,0,0,0,0,0,0,0,1204,0,1204,0,0,0,0,0,0,0,1204,0
3864,9,1,6,1,1,7400,1000,1400,400,4600,5600,1800,1000,0,0,400,0,1400,4600,0,7000,1800,1000,0,0,400,0,1400,4600,0
3865,3,4,7,1,0,1176,0,0,0,1176,1176,0,0,0,0,0,0,0,1176,0,0,1176,0,0,0,0,0,0,0,1176
3866,9,1,10,2,1,4924,0,0,400,4524,4524,400,0,0,0,400,0,0,4524,0,4524,400,0,0,0,400,0,0,4524,0
3867,9,3,10,2,0,370,0,0,0,370,370,0,0,0,0,0,0,0,370,0,370,0,0,0,0,0,0,0,370,0
3868,9,4,2,1,1,3205,0,0,400,2805,2805,400,0,0,0,400,0,0,2805,0,0,3205,0,0,0,400,0,0,0,2805
3869,9,3,5,3,0,2730,660,660,0,1410,1410,1320,0,660,0,0,0,660,1410,0,2730,1320,0,660,0,0,0,660,1410,0
3870,3,3,5,1,1,3402,0,1134,400,1868,1868,1534,0,0,0,400,0,1134,1868,0,3002,1534,0,0,0,400,0,1134,1868,0
3871,9,3,1,1,1,3060,1020,1020,0,1020,2040,1020,1020,0,0,0,0,1020,1020,0,612,3060,0,1020,0,0,0,1020,0,1020
3872,9,2,3,1,1,1352,0,0,400,952,952,400,0,0,0,400,0,0,952,0,952,400,0,0,0,400,0,0,952,0
3873,9,1,4,1,1,2351,0,0,400,1951,1951,400,0,0,0,400,0,0,1951,0,1951,400,0,0,0,400,0,0,1951,0
3874,9,3,2,1,1,1789,405,0,0,1384,1153,636,0,405,0,0,0,0,1153,231,718,1233,0,405,0,0,0,0,556,828
3875,3,3,1,3,1,729,0,0,0,729,729,0,0,0,0,0,0,0,729,0,243,729,0,0,0,0,0,0,0,729
3876,9,3,5,1,1,2400,1200,0,0,1200,1200,1200,0,1200,0,0,0,0,1200,0,1200,2400,0,1200,0,0,0,0,0,1200
3877,9,2,12,1,0,592,0,0,0,592,592,0,0,0,0,0,0,0,592,0,592,0,0,0,0,0,0,0,592,0
3878,9,4,1,1,0,783,0,0,0,783,783,0,0,0,0,0,0,0,783,0,0,783,0,0,0,0,0,0,0,783
3879,9,7,5,1,1,2549,0,0,400,2149,1228,1321,0,0,0,400,0,0,1228,921,2149,400,0,0,0,400,0,0,2149,0
3880,9,1,8,4,0,7680,0,2560,400,4720,4720,2960,0,0,0,400,0,2560,4720,0,7280,2960,0,0,0,400,0,2560,4720,0
3881,9,1,4,2,1,677,0,0,0,677,677,0,0,0,0,0,0,0,677,0,226,677,0,0,0,0,0,0,0,677
3882,9,3,9,1,0,2052,0,0,0,2052,2052,0,0,0,0,0,0,0,2052,0,0,2052,0,0,0,0,0,0,0,2052
3883,9,1,2,1,1,1538,465,0,0,1073,1538,0,465,0,0,0,0,0,1073,0,1025,1538,0,465,0,0,0,0,0,1073
3884,9,3,5,4,1,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,980,0,0,0,0,0,0,0,980,0
3885,9,1,10,2,1,778,0,0,0,778,778,0,0,0,0,0,0,0,778,0,778,0,0,0,0,0,0,0,778,0
3886,9,3,4,1,1,602,0,0,0,602,401,201,0,0,0,0,0,0,401,201,201,602,0,0,0,0,0,0,0,602
3887,9,6,4,4,1,5048,0,2524,400,2124,2124,2924,0,0,0,400,0,2524,2124,0,0,5048,0,0,0,400,0,2524,0,2124
3888,2,7,3,2,1,1734,510,0,0,1224,1734,0,510,0,0,0,0,0,1224,0,694,1734,0,510,0,0,0,0,0,1224
3889,9,1,1,2,1,3883,920,920,0,2043,2963,920,920,0,0,0,0,920,2043,0,1109,3883,0,920,0,0,0,920,0,2043
3890,9,5,6,2,1,5000,850,1250,400,2500,2500,2500,0,850,0,400,0,1250,2500,0,1150,5000,0,850,0,400,0,1250,0,2500
3891,9,2,8,4,0,1264,0,0,0,1264,0,1264,0,0,0,0,0,0,0,1264,1264,0,0,0,0,0,0,0,1264,0
3892,5,1,3,1,1,349,0,0,0,349,349,0,0,0,0,0,0,0,349,0,349,349,0,0,0,0,0,0,0,349
3893,9,2,5,3,1,2892,0,0,400,2492,2892,0,0,0,400,0,0,0,2492,0,929,1963,0,0,0,400,0,0,929,1563
3894,9,4,3,1,1,1479,0,0,0,1479,1479,0,0,0,0,0,0,0,1479,0,1479,0,0,0,0,0,0,0,1479,0
3895,9,5,1,2,1,1196,0,0,0,1196,1196,0,0,0,0,0,0,0,1196,0,0,1196,0,0,0,0,0,0,0,1196
3896,9,2,2,3,1,4344,1086,1086,0,2172,2172,2172,0,1086,0,0,0,1086,2172,0,621,4344,0,1086,0,0,0,1086,0,2172
3897,9,2,3,1,1,2240,0,0,0,2240,2240,0,0,0,0,0,0,0,2240,0,0,2240,0,0,0,0,0,0,0,2240
3898,9,2,7,3,0,4971,1948,0,400,2623,4571,400,1948,0,0,400,0,0,2623,0,4571,2348,0,1948,0,400,0,0,2623,0
3899,9,1,3,1,1,1640,250,0,250,1140,1265,375,125,125,0,250,0,0,1140,0,1390,375,125,125,0,250,0,0,1140,0
3900,9,3,3,3,1,378,0,0,0,378,378,0,0,0,0,0,0,0,378,0,189,378,0,0,0,0,0,0,0,378
3901,9,4,4,1,0,739,0,0,0,739,739,0,0,0,0,0,0,0,739,0,299,440,0,0,0,0,0,0,299,440
3902,9,2,1,1,1,639,0,0,0,639,639,0,0,0,0,0,0,0,639,0,128,639,0,0,0,0,0,0,0,639
3903,9,9,8,4,0,6768,1692,1692,400,2984,4676,2092,1692,0,0,400,0,1692,2984,0,6368,2092,1692,0,0,400,0,1692,2984,0
3904,9,1,9,3,1,1076,0,0,0,1076,1076,0,0,0,0,0,0,0,1076,0,1076,0,0,0,0,0,0,0,1076,0
3905,9,3,1,2,1,1953,950,0,0,1003,1953,0,950,0,0,0,0,0,1003,0,781,1953,0,950,0,0,0,0,0,1003
3906,9,3,9,2,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0
3907,9,3,8,4,0,1326,0,0,0,1326,1326,0,0,0,0,0,0,0,1326,0,1326,0,0,0,0,0,0,0,1326,0
3908,9,3,1,4,0,1580,0,0,0,1580,1317,263,0,0,0,0,0,0,1317,263,527,1580,0,0,0,0,0,0,0,1580
3909,9,2,6,1,1,878,0,0,0,878,878,0,0,0,0,0,0,0,878,0,878,0,0,0,0,0,0,0,878,0
3910,9,1,9,4,0,3648,0,0,400,3248,3248,400,0,0,0,400,0,0,3248,0,3248,400,0,0,0,400,0,0,3248,0
3911,9,1,5,3,1,359,0,0,0,359,359,0,0,0,0,0,0,0,359,0,359,359,0,0,0,0,0,0,0,359
3912,9,3,5,1,0,1134,0,0,0,1134,1134,0,0,0,0,0,0,0,1134,0,1134,0,0,0,0,0,0,0,1134,0
3913,9,3,3,2,1,1728,576,0,250,902,1349,379,576,0,0,250,0,0,773,129,0,1728,0,576,0,250,0,0,0,902
3914,9,2,1,2,1,1104,0,532,0,572,191,913,0,0,0,0,0,532,191,381,368,1104,0,0,0,0,0,532,0,572
3915,9,7,1,1,1,476,0,0,0,476,476,0,0,0,0,0,0,0,476,0,0,476,0,0,0,0,0,0,0,476
3916,9,6,1,4,0,581,81,0,0,500,500,81,0,81,0,0,0,0,500,0,232,581,0,81,0,0,0,0,0,500
3917,9,1,4,2,1,1939,0,0,0,1939,1939,0,0,0,0,0,0,0,1939,0,1939,0,0,0,0,0,0,0,1939,0
3918,9,3,8,3,1,523,0,0,0,523,523,0,0,0,0,0,0,0,523,0,0,523,0,0,0,0,0,0,0,523
3919,9,1,2,1,1,223,0,0,0,223,223,0,0,0,0,0,0,0,223,0,223,223,0,0,0,0,0,0,0,223
3920,9,2,7,3,1,2030,0,988,0,1042,834,1196,0,0,0,0,0,988,834,208,693,1674,0,0,0,0,0,988,356,686
3921,9,3,9,4,0,9504,1716,1305,400,6083,6083,3421,0,1716,0,400,0,1305,6083,0,9104,3421,0,1716,0,400,0,1305,6083,0
3922,9,1,3,3,1,2236,1118,0,0,1118,1118,1118,0,1118,0,0,0,0,1118,0,2236,1118,0,1118,0,0,0,0,1118,0
3923,9,3,1,1,1,3528,1400,364,0,1764,1764,1764,0,1400,0,0,0,364,1764,0,1411,3528,0,1400,0,0,0,364,0,1764
3924,9,1,5,1,1,1899,0,0,400,1499,1499,400,0,0,0,400,0,0,1499,0,1499,400,0,0,0,400,0,0,1499,0
3925,9,3,5,2,1,1104,0,0,0,1104,1104,0,0,0,0,0,0,0,1104,0,442,1104,0,0,0,0,0,0,0,1104
3926,9,3,11,4,0,2958,1479,0,0,1479,1479,1479,0,1479,0,0,0,0,1479,0,2958,1479,0,1479,0,0,0,0,1479,0
3927,9,3,3,1,1,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0
3928,9,2,10,2,0,961,0,0,0,961,961,0,0,0,0,0,0,0,961,0,394,568,0,0,0,0,0,0,394,568
3929,9,2,5,2,0,925,0,0,0,925,925,0,0,0,0,0,0,0,925,0,925,0,0,0,0,0,0,0,925,0
3930,9,2,4,2,0,4644,1298,1548,250,1548,2522,2123,974,325,0,250,0,1548,1548,0,0,4644,0,1298,0,250,0,1548,0,1548
3931,9,1,5,1,1,4416,1104,0,400,2912,2427,1989,0,1104,0,400,0,0,2427,485,0,4416,0,1104,0,400,0,0,0,2912
3932,9,3,3,1,1,1840,920,0,0,920,1840,0,920,0,0,0,0,0,920,0,669,1840,0,920,0,0,0,0,0,920
3933,9,3,3,3,1,1820,910,0,0,910,1820,0,910,0,0,0,0,0,910,0,1820,0,910,0,0,0,0,0,910,0
3934,9,3,9,1,0,993,0,0,0,993,248,745,0,0,0,0,0,0,248,745,248,993,0,0,0,0,0,0,0,993
3935,9,3,2,1,1,2850,690,690,0,1470,1470,1380,0,690,0,0,0,690,1470,0,475,2850,0,690,0,0,0,690,0,1470
3936,9,3,7,4,1,1624,0,0,0,1624,974,650,0,0,0,0,0,0,974,650,554,1070,0,0,0,0,0,0,554,1070
3937,9,1,5,3,1,1169,0,0,0,1169,779,390,0,0,0,0,0,0,779,390,1169,0,0,0,0,0,0,0,1169,0
3938,9,2,5,1,1,2204,1102,0,0,1102,2204,0,1102,0,0,0,0,0,1102,0,2204,1102,0,1102,0,0,0,0,1102,0
3939,9,4,1,1,1,1783,684,0,0,1099,1783,0,684,0,0,0,0,0,1099,0,713,1783,0,684,0,0,0,0,0,1099
3940,9,2,3,1,0,5246,0,2623,0,2623,2623,2623,0,0,0,0,0,2623,2623,0,0,5246,0,0,0,0,0,2623,0,2623
3941,9,4,1,1,1,803,0,0,0,803,642,161,0,0,0,0,0,0,642,161,0,803,0,0,0,0,0,0,0,803
3942,9,4,2,2,1,2258,0,0,0,2258,2258,0,0,0,0,0,0,0,2258,0,0,2258,0,0,0,0,0,0,0,2258
3943,9,3,11,4,0,1904,0,0,0,1904,1904,0,0,0,0,0,0,0,1904,0,1904,0,0,0,0,0,0,0,1904,0
3944,9,3,5,4,0,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,1280,0,0,0,0,0,0,0,1280,0
3945,9,2,6,1,0,5175,1035,1035,400,2705,2929,2247,1035,0,0,400,0,1035,1894,812,0,5175,0,1035,0,400,0,1035,0,2705
3946,9,3,6,1,1,3140,900,0,400,1840,2515,625,675,225,0,400,0,0,1840,0,2740,625,675,225,0,400,0,0,1840,0
3947,9,4,7,1,1,2726,0,0,400,2326,2326,400,0,0,0,400,0,0,2326,0,2326,400,0,0,0,400,0,0,2326,0
3948,9,1,7,1,1,2028,0,676,0,1352,1352,676,0,0,0,0,0,676,1352,0,2028,676,0,0,0,0,0,676,1352,0
3949,9,1,6,3,1,2303,966,0,400,937,937,1366,0,966,0,400,0,0,937,0,0,2303,0,966,0,400,0,0,0,937
3950,9,2,3,4,1,1120,0,0,400,720,720,400,0,0,0,400,0,0,720,0,720,400,0,0,0,400,0,0,720,0
3951,3,1,6,1,1,1582,748,0,0,834,834,748,0,748,0,0,0,0,834,0,0,1582,0,748,0,0,0,0,0,834
3952,9,2,1,4,0,6090,1218,1218,0,3654,3654,2436,0,1218,0,0,0,1218,3654,0,0,6090,0,1218,0,0,0,1218,0,3654
3953,9,1,5,1,1,411,0,0,0,411,411,0,0,0,0,0,0,0,411,0,411,411,0,0,0,0,0,0,0,411
3954,9,1,5,1,0,967,0,0,0,967,967,0,0,0,0,0,0,0,967,0,242,967,0,0,0,0,0,0,0,967
3955,9,2,5,4,0,3090,656,1092,250,1092,1092,1998,0,656,0,250,0,1092,1092,0,1136,3090,0,656,0,250,0,1092,0,1092
3956,9,2,10,1,0,2000,0,0,400,1600,1600,400,0,0,0,400,0,0,1600,0,1600,400,0,0,0,400,0,0,1600,0
3957,9,4,10,1,1,2711,0,687,650,1374,1374,1337,0,0,0,650,0,687,1374,0,2061,1337,0,0,0,650,0,687,1374,0
3958,9,3,10,4,0,1863,0,0,0,1863,1863,0,0,0,0,0,0,0,1863,0,1863,0,0,0,0,0,0,0,1863,0
3959,9,1,3,1,1,871,0,0,0,871,871,0,0,0,0,0,0,0,871,0,290,871,0,0,0,0,0,0,0,871
3960,9,1,3,1,1,1346,405,0,0,941,1346,0,405,0,0,0,0,0,941,0,1346,0,405,0,0,0,0,0,941,0
3961,9,3,3,1,1,4160,1040,1040,0,2080,2080,2080,0,1040,0,0,0,1040,2080,0,1430,3445,0,1040,0,0,0,1040,715,1365
3962,9,1,1,1,1,551,0,0,0,551,551,0,0,0,0,0,0,0,551,0,138,551,0,0,0,0,0,0,0,551
3963,9,3,5,3,0,1503,350,0,0,1153,1153,350,0,350,0,0,0,0,1153,0,0,1503,0,350,0,0,0,0,0,1153
3964,9,4,3,1,1,1421,0,0,0,1421,1421,0,0,0,0,0,0,0,1421,0,0,1421,0,0,0,0,0,0,0,1421
3965,9,3,11,2,1,4004,0,0,650,3354,3354,650,0,0,0,650,0,0,3354,0,3354,650,0,0,0,650,0,0,3354,0
3966,9,2,9,2,1,1782,0,0,400,1382,1382,400,0,0,0,400,0,0,1382,0,1382,400,0,0,0,400,0,0,1382,0
3967,9,2,1,1,1,662,0,0,0,662,662,0,0,0,0,0,0,0,662,0,165,662,0,0,0,0,0,0,0,662
3968,5,1,6,1,1,481,0,0,0,481,481,0,0,0,0,0,0,0,481,0,193,481,0,0,0,0,0,0,0,481
3969,9,9,4,4,0,2581,870,0,0,1711,1467,1114,0,870,0,0,0,0,1467,244,2581,870,0,870,0,0,0,0,1711,0
3970,9,1,2,1,1,1279,0,0,0,1279,1279,0,0,0,0,0,0,0,1279,0,1279,0,0,0,0,0,0,0,1279,0
3971,9,3,6,1,1,2832,1416,0,400,1016,2432,400,1416,0,0,400,0,0,1016,0,0,2832,0,1416,0,400,0,0,0,1016
3972,9,3,8,4,0,2002,0,0,0,2002,1335,667,0,0,0,0,0,0,1335,667,826,1176,0,0,0,0,0,0,826,1176
3973,9,3,1,1,1,1193,0,0,0,1193,1193,0,0,0,0,0,0,0,1193,0,597,1193,0,0,0,0,0,0,0,1193
3974,5,3,7,3,1,500,0,0,0,500,500,0,0,0,0,0,0,0,500,0,167,500,0,0,0,0,0,0,0,500
3975,9,4,5,3,1,2351,0,0,400,1951,1951,400,0,0,0,400,0,0,1951,0,0,2351,0,0,0,400,0,0,0,1951
3976,9,1,9,1,0,483,0,0,0,483,483,0,0,0,0,0,0,0,483,0,483,0,0,0,0,0,0,0,483,0
3977,9,4,10,1,0,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0
3978,9,2,2,1,0,837,0,0,0,837,837,0,0,0,0,0,0,0,837,0,335,837,0,0,0,0,0,0,0,837
3979,9,3,4,1,1,1850,0,0,0,1850,1850,0,0,0,0,0,0,0,1850,0,617,1850,0,0,0,0,0,0,0,1850
3980,9,1,5,3,1,5796,0,1932,0,3864,2576,3220,0,0,0,0,0,1932,2576,1288,5796,1932,0,0,0,0,0,1932,3864,0
3981,9,4,8,4,1,3996,0,0,650,3346,3346,650,0,0,0,650,0,0,3346,0,0,3996,0,0,0,650,0,0,0,3346
3982,9,1,7,1,1,4352,0,0,400,3952,3952,400,0,0,0,400,0,0,3952,0,3952,400,0,0,0,400,0,0,3952,0
3983,9,1,5,4,0,2652,0,1271,0,1381,1381,1271,0,0,0,0,0,1271,1381,0,2652,1271,0,0,0,0,0,1271,1381,0
3984,3,2,5,1,1,1872,910,0,250,712,1622,250,910,0,0,250,0,0,712,0,203,1872,0,910,0,250,0,0,0,712
3985,9,2,8,3,1,1350,475,0,400,475,831,519,356,119,0,400,0,0,475,0,950,400,475,0,0,400,0,0,475,0
3986,9,1,5,1,1,570,0,0,0,570,570,0,0,0,0,0,0,0,570,0,190,570,0,0,0,0,0,0,0,570
3987,9,2,3,2,1,660,0,0,0,660,660,0,0,0,0,0,0,0,660,0,0,660,0,0,0,0,0,0,0,660
3988,9,3,9,3,1,716,0,0,0,716,0,716,0,0,0,0,0,0,0,716,358,716,0,0,0,0,0,0,0,716
3989,9,1,10,3,1,2202,0,0,400,1802,1802,400,0,0,0,400,0,0,1802,0,1802,400,0,0,0,400,0,0,1802,0
3990,9,2,7,4,0,3080,0,0,0,3080,2567,513,0,0,0,0,0,0,2567,513,1027,3080,0,0,0,0,0,0,0,3080
3991,9,1,1,1,1,570,0,0,0,570,570,0,0,0,0,0,0,0,570,0,285,570,0,0,0,0,0,0,0,570
3992,9,1,4,2,1,799,0,0,0,799,799,0,0,0,0,0,0,0,799,0,799,0,0,0,0,0,0,0,799,0
3993,9,1,6,2,1,756,0,0,0,756,756,0,0,0,0,0,0,0,756,0,378,756,0,0,0,0,0,0,0,756
3994,9,2,3,1,1,1088,0,0,0,1088,622,466,0,0,0,0,0,0,622,466,622,1088,0,0,0,0,0,0,0,1088
3995,1,3,9,4,1,1326,0,0,0,1326,1326,0,0,0,0,0,0,0,1326,0,1326,0,0,0,0,0,0,0,1326,0
3996,9,3,6,2,1,684,0,0,0,684,684,0,0,0,0,0,0,0,684,0,171,684,0,0,0,0,0,0,0,684
3997,9,3,8,4,0,1104,0,0,0,1104,1104,0,0,0,0,0,0,0,1104,0,1104,0,0,0,0,0,0,0,1104,0
3998,9,3,9,4,0,1638,0,0,0,1638,1638,0,0,0,0,0,0,0,1638,0,0,1638,0,0,0,0,0,0,0,1638
3999,9,2,4,1,1,2340,1170,0,0,1170,2048,293,878,293,0,0,0,0,1170,0,838,1921,0,1170,0,0,0,0,419,751
4000,9,2,7,2,1,2028,0,0,650,1378,1378,650,0,0,0,650,0,0,1378,0,1378,650,0,0,0,650,0,0,1378,0
4001,9,2,4,1,1,1655,545,0,0,1111,0,1655,0,545,0,0,0,0,0,1111,662,1655,0,545,0,0,0,0,0,1111
4002,9,5,1,4,0,624,0,0,0,624,312,312,0,0,0,0,0,0,312,312,0,624,0,0,0,0,0,0,0,624
4003,9,2,7,1,1,2256,0,0,400,1856,2256,0,0,0,400,0,0,0,1856,0,0,2256,0,0,0,400,0,0,0,1856
4004,9,4,5,1,1,801,0,0,0,801,801,0,0,0,0,0,0,0,801,0,200,801,0,0,0,0,0,0,0,801
4005,9,2,7,1,1,2436,0,0,400,2036,2036,400,0,0,0,400,0,0,2036,0,0,2436,0,0,0,400,0,0,0,2036
4006,9,1,4,3,1,712,0,0,0,712,712,0,0,0,0,0,0,0,712,0,0,712,0,0,0,0,0,0,0,712
4007,9,1,6,4,1,1500,0,0,0,1500,1500,0,0,0,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,1500,0
4008,9,1,11,3,1,2340,0,0,400,1940,1940,400,0,0,0,400,0,0,1940,0,1940,400,0,0,0,400,0,0,1940,0
4009,9,4,5,1,1,592,0,0,0,592,592,0,0,0,0,0,0,0,592,0,0,592,0,0,0,0,0,0,0,592
4010,9,2,9,4,1,2832,811,811,400,811,2021,811,811,0,400,0,0,811,811,0,2432,811,811,0,400,0,0,811,811,0
4011,9,3,4,4,0,984,0,0,0,984,984,0,0,0,0,0,0,0,984,0,281,984,0,0,0,0,0,0,0,984
4012,9,1,6,1,1,574,0,0,0,574,574,0,0,0,0,0,0,0,574,0,574,0,0,0,0,0,0,0,574,0
4013,9,3,5,4,0,2998,0,572,400,2026,2426,572,0,0,400,0,0,572,2026,0,742,2998,0,0,0,400,0,572,0,2026
4014,9,1,6,4,0,2640,0,0,250,2390,1992,648,0,0,0,250,0,0,1992,398,798,1842,0,0,0,250,0,0,798,1592
