DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,CUFEETNG,AGEHHMEM1,AGEHHMEMY
2671,0,2,5146,1299,8644,1,1,1,1,1980,660,0,0,1320,1980,0,660,0,0,0,0,0,1320,0,0,1980,0,660,0,0,0,0,0,1320,0,0,0,1,37,2,0,0,2,1,0,0,0,8,26.5,4082,0,0,4197,0,0,0,25296,0,19418,47982,655,37,16
2672,3,2,313,4468,12883,1,7,1,1,3666,0,1833,400,1433,1433,2233,0,0,0,400,0,1833,1433,0,3266,2233,0,0,0,400,0,1833,1433,0,0,0,0,1,41,2,0,1,2,1,0,0,0,14,28.5,1597,467,0,4040,18713,6096,2088,13020,2186,11591,2834,258,41,16
2673,0,2,3526,1658,30084,3,8,3,1,4524,900,999,400,2225,3125,1399,900,0,0,400,0,999,2225,0,4124,1399,900,0,0,400,0,999,2225,0,0,0,1,2,35,2,1,1,4,1,0,0,0,23,19,5600,935,6402,9292,21924,0,15698,55734,0,90861,0,883,35,2
2674,0,2,3150,1739,17108,1,8,4,1,6048,2016,2016,400,1616,3582,2466,1966,50,0,400,0,2016,1616,0,5648,2466,1966,50,0,400,0,2016,1616,0,1,0,1,1,59,0,0,0,2,1,0,0,0,13,59,3678,614,0,6103,14721,11351,1642,24555,9676,0,61634,693,59,59
2675,0,2,3229,1581,20694,1,5,3,0,2613,0,0,400,2213,2213,400,0,0,0,400,0,0,2213,0,2213,400,0,0,0,400,0,0,2213,0,0,0,0,1,45,2,0,0,2,1,0,0,0,13,29,4792,800,0,4927,14920,10444,12698,27619,8145,12226,2619,246,45,13
2676,3,2,1157,3553,12621,1,2,1,1,1770,0,0,400,1370,1370,400,0,0,0,400,0,0,1370,0,1370,400,0,0,0,400,0,0,1370,0,0,0,1,1,79,1,0,0,1,0,1,0,0,9,79,0,672,5836,7016,18799,0,0,17249,3583,5648,4249,131,79,19
2677,0,3,5728,1072,11332,3,1,1,1,802,60,60,250,431,122,680,0,60,0,250,60,0,62,370,394,802,0,60,0,250,0,60,0,431,0,0,1,1,56,1,1,0,3,1,0,0,0,6,50,3628,0,4148,3317,4691,0,2160,28497,4651,2296,1674,83,56,34
2678,0,3,5673,1050,7579,1,4,1,1,693,0,0,0,693,693,0,0,0,0,0,0,0,693,0,693,0,0,0,0,0,0,0,693,0,0,0,0,2,50,1,0,0,1,0,1,0,1,5,50,4453,0,0,4359,2583,6862,0,12056,4042,0,72291,742,50,43
2679,0,2,4374,1404,26991,6,4,4,0,1728,864,0,0,864,1728,0,864,0,0,0,0,0,864,0,1728,0,864,0,0,0,0,0,864,0,0,0,0,2,39,2,0,0,4,1,0,0,0,15,18,8396,0,6666,8420,14069,20071,10483,39050,27,2488,4996,303,39,5
2680,0,3,7579,703,12587,3,9,3,1,1161,0,0,400,761,761,400,0,0,0,400,0,0,761,0,254,1161,0,0,0,400,0,0,0,761,1,0,0,1,46,2,1,0,2,1,0,0,0,15,44,2457,719,0,3935,1131,9380,12991,15510,4316,1860,5064,127,46,42
2681,0,2,4804,1549,17681,3,8,3,1,1768,0,0,400,1368,1368,400,0,0,0,400,0,0,1368,0,564,1204,0,0,0,400,0,0,564,804,0,0,1,2,54,1,1,0,2,1,1,0,0,9,51.5,4717,788,5393,5254,7961,0,0,47113,6527,32001,58404,942,54,49
2682,3,2,2334,2042,14219,1,3,2,1,4970,2485,0,0,2485,2485,2485,0,2485,0,0,0,0,2485,0,4970,2485,0,2485,0,0,0,0,2485,0,0,0,0,2,60,2,1,0,3,1,0,0,0,10,36.3333333333333,3052,510,4424,3334,16389,8147,3757,16888,4279,12932,4815,189,60,19
2683,0,2,4068,449,6115,3,9,1,1,1064,0,0,400,664,664,400,0,0,0,400,0,0,664,0,111,1064,0,0,0,400,0,0,0,664,0,0,1,2,58,1,1,0,2,0,1,0,0,10,57,3072,513,3512,1310,526,0,0,19028,0,20457,27186,463,58,56
2684,0,2,4770,1365,14731,3,4,2,1,2147,0,0,0,2147,2147,0,0,0,0,0,0,0,2147,0,652,1495,0,0,0,0,0,0,652,1495,0,0,0,1,43,0,1,0,4,1,0,0,0,22,31.25,6330,579,3964,3565,5690,0,0,41007,7751,35905,65847,1064,43,17
2685,0,4,6434,834,3591,3,1,1,1,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,0,1000,0,0,0,1,44,2,0,0,1,1,0,0,0,7,44,0,0,0,4099,0,0,0,8153,0,16207,73728,874,44,33
2686,0,2,3945,1050,13136,2,5,1,1,2970,1085,0,400,1485,2299,671,814,271,0,400,0,0,1485,0,2570,671,814,271,0,400,0,0,1485,0,0,0,0,2,43,2,1,0,3,1,0,0,0,11,33.3333333333333,4124,689,0,6712,9256,0,0,28852,0,34127,47473,793,43,15
2687,0,5,4571,1263,11741,4,6,1,0,874,0,0,0,874,874,0,0,0,0,0,0,0,874,0,874,0,0,0,0,0,0,0,874,0,0,0,0,1,61,1,0,0,1,0,0,0,0,5,61,0,615,0,3367,8438,5675,8625,13956,7192,4875,6726,99,61,12
2688,4,5,199,4143,9550,4,6,1,0,1275,0,0,0,1275,1275,0,0,0,0,0,0,0,1275,0,1275,0,0,0,0,0,0,0,1275,0,0,0,0,1,24,0,1,0,4,1,0,0,0,13,18.75,0,0,0,1890,15618,6370,1000,7706,315,17853,1989,23,24,3
2689,0,5,5079,1197,9858,1,6,1,1,693,0,0,0,693,693,0,0,0,0,0,0,0,693,0,231,693,0,0,0,0,0,0,0,693,0,0,1,2,57,1,0,0,1,0,1,0,0,5,57,0,0,0,3036,2762,7028,11037,9772,3369,5617,4461,89,57,40
2690,0,3,3552,1829,18034,2,9,1,0,816,0,0,0,816,816,0,0,0,0,0,0,0,816,0,816,0,0,0,0,0,0,0,816,0,0,0,0,1,32,2,1,1,4,1,0,0,0,7,22.75,2900,0,0,4973,8280,15657,10382,22240,1557,13240,1661,73,32,9
2691,0,1,4711,1578,20530,3,8,1,1,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,1,1,45,1,0,0,2,0,0,1,1,2,31,6396,0,0,6142,16331,13939,0,33636,0,0,22535,219,45,17
2692,0,2,1521,2588,19720,2,8,3,1,2900,1450,0,0,1450,1450,1450,0,1450,0,0,0,0,1450,0,2900,1450,0,1450,0,0,0,0,1450,0,0,0,0,1,47,0,1,0,4,1,0,0,0,24,31.25,0,704,0,11182,26950,0,1294,27859,3305,30441,13075,455,47,13
2693,3,2,1677,2890,34148,3,8,4,0,2560,0,0,0,2560,2560,0,0,0,0,0,0,0,2560,0,2560,0,0,0,0,0,0,0,2560,0,0,0,0,1,65,1,1,0,2,1,1,0,0,16,64.5,4857,811,14080,3688,43527,9632,10002,49664,3823,17212,4475,104,65,64
2694,0,4,6671,802,7180,2,1,1,1,900,432,0,0,468,468,432,0,432,0,0,0,0,468,0,450,900,0,432,0,0,0,0,0,468,0,0,1,1,39,1,1,1,3,1,1,0,1,5,31,2776,464,0,2718,3077,0,4506,14197,0,13444,50971,626,39,20
2695,0,2,4052,1319,11128,4,8,1,1,1768,0,0,0,1768,1768,0,0,0,0,0,0,0,1768,0,0,1768,0,0,0,0,0,0,0,1768,0,0,0,1,35,0,0,1,4,1,0,0,1,5,17,0,0,0,6897,0,0,0,31072,12633,20896,29446,612,35,7
2696,0,2,4968,1558,10850,4,1,2,1,3479,1196,494,250,1539,2735,744,1196,0,0,250,0,494,1539,0,1794,3479,0,1196,0,250,0,494,0,1539,0,0,1,2,64,0,1,0,5,1,0,0,0,12,41.2,0,771,0,7514,6848,0,0,22658,14826,40507,135032,1850,64,20
2697,0,2,8138,359,11604,2,2,4,0,2181,391,0,0,1790,2181,0,391,0,0,0,0,0,1790,0,727,2181,0,391,0,0,0,0,0,1790,1,0,0,1,48,2,1,0,3,1,0,0,0,14,38.3333333333333,6604,1103,0,5015,1339,0,0,33239,2040,15183,304,162,48,16
2698,0,2,7297,871,9373,4,3,1,1,2550,850,850,0,850,2550,0,850,0,0,0,850,0,850,0,2550,0,850,0,0,0,850,0,850,0,0,0,1,2,63,2,0,1,1,1,1,0,0,6,63,0,0,7362,4972,4654,0,0,22355,15075,23763,78777,1143,63,3
2699,0,2,4518,145,17746,2,6,4,0,4410,0,1470,400,2540,1089,3321,0,0,0,400,0,1470,1089,1451,0,4410,0,0,0,400,0,1470,0,2540,0,0,1,1,35,2,1,0,2,1,0,0,0,23,36.5,4428,740,5063,4553,0,9651,10996,35349,6952,18218,51,239,35,38
2700,0,5,5140,1251,11477,3,6,2,1,973,0,0,0,973,973,0,0,0,0,0,0,0,973,0,973,0,0,0,0,0,0,0,973,0,0,0,0,1,41,0,1,1,4,0,0,0,0,12,28.5,5495,0,0,5380,5324,0,0,28456,6517,22556,28455,559,41,14
2701,0,5,5545,1041,5552,1,4,2,1,742,0,0,0,742,742,0,0,0,0,0,0,0,742,0,148,742,0,0,0,0,0,0,0,742,0,0,0,2,45,2,1,0,4,1,0,0,0,12,29.25,0,470,0,2705,1992,0,1656,12590,6497,22486,47412,742,45,15
2702,0,2,9348,193,7953,5,1,2,0,2650,850,0,0,1800,1800,850,0,850,0,0,0,0,1800,0,0,2650,0,850,0,0,0,0,0,1800,0,0,1,1,81,1,0,0,1,0,1,0,0,4,81,0,0,7011,4975,0,6548,0,15613,6180,6445,1260,207,81,32
2703,0,5,6760,725,1130,3,12,1,1,413,0,0,0,413,413,0,0,0,0,0,0,0,413,0,0,413,0,0,0,0,0,0,0,413,0,0,0,1,62,1,0,0,1,0,1,0,1,4,62,0,0,0,1694,0,0,0,2162,0,4511,36997,403,62,14
2704,0,2,4307,1716,17850,3,5,3,0,2160,0,0,0,2160,2160,0,0,0,0,0,0,0,2160,0,2160,0,0,0,0,0,0,0,2160,0,0,0,0,2,45,2,0,0,3,1,1,0,0,12,51,1878,549,3761,2498,11351,12435,10172,24449,3079,9493,4926,217,45,45
2705,3,2,2618,2334,8272,5,1,2,1,998,0,0,0,998,499,499,0,0,0,0,0,0,499,499,499,998,0,0,0,0,0,0,0,998,0,0,0,2,24,2,1,0,3,1,0,0,0,12,17.3333333333333,5992,0,0,1400,10393,0,0,16430,4503,19192,21169,436,24,5
2706,0,2,4328,1794,13939,3,3,2,1,2240,1120,0,0,1120,2240,0,1120,0,0,0,0,0,1120,0,2240,0,1120,0,0,0,0,0,1120,0,0,0,0,1,50,2,0,0,5,1,0,0,0,9,19.8,6884,0,0,3691,14194,0,0,29675,0,45015,64882,1068,50,6
2707,1,4,4902,1247,6982,2,1,1,1,851,0,0,0,851,851,0,0,0,0,0,0,0,851,0,0,851,0,0,0,0,0,0,0,851,0,1,0,1,59,1,0,0,2,1,0,0,0,9,62,0,0,0,8556,0,0,0,15267,11681,47974,124124,1786,59,65
2708,2,3,1248,1532,7474,4,7,1,1,2641,0,0,400,2241,896,1745,0,0,0,400,0,0,896,1345,448,2641,0,0,0,400,0,0,0,2241,0,0,1,1,34,2,1,0,3,1,0,0,0,12,24,1666,0,0,2110,1968,7789,3647,9987,34472,0,0,335,34,1
2709,0,2,7554,606,4332,2,1,4,0,2428,486,0,0,1942,1942,486,0,486,0,0,0,0,1942,0,1008,1622,0,486,0,0,0,0,806,1136,1,0,0,1,64,2,1,0,2,1,1,0,0,24,64,2409,402,2754,1028,771,0,0,12981,7448,1968,1576,208,64,64
2710,0,2,3068,2002,7839,3,10,1,1,4536,0,1512,400,2624,2624,1912,0,0,0,400,0,1512,2624,0,4136,1912,0,0,0,400,0,1512,2624,0,0,0,0,1,41,2,1,0,1,1,0,0,0,12,41,0,327,0,1666,8832,3013,5465,7771,40954,0,0,398,41,14
2711,0,4,5774,1403,13994,3,7,1,1,726,0,0,0,726,726,0,0,0,0,0,0,0,726,0,726,0,0,0,0,0,0,0,726,0,0,0,0,1,23,1,1,0,5,1,0,0,1,1,12,0,0,0,3513,8963,12321,9971,12980,4766,4162,2267,69,23,1
2712,0,2,5295,1281,7344,2,1,1,1,3675,714,987,0,1974,1974,1701,0,714,0,0,0,987,1974,0,3675,1701,0,714,0,0,0,987,1974,0,0,0,1,1,73,1,0,0,1,0,1,0,0,5,73,3974,0,0,6925,4921,0,0,13212,0,19748,90355,1070,73,42
2713,1,5,4678,1812,1941,1,1,1,1,1253,0,0,0,1253,1253,0,0,0,0,0,0,0,1253,0,0,1253,0,0,0,0,0,0,0,1253,0,0,0,2,58,1,0,0,1,0,1,0,1,4,58,0,0,0,2463,0,0,0,4159,5318,0,0,52,58,11
2714,4,5,429,3434,3249,7,5,2,1,1147,0,0,0,1147,1147,0,0,0,0,0,0,0,1147,0,1147,0,0,0,0,0,0,0,1147,0,0,0,1,1,90,1,0,0,1,0,1,0,0,23,90,0,237,0,1150,5385,1515,1059,1977,9311,4145,2993,170,90,21
2715,0,5,6685,766,1540,3,12,1,1,638,0,0,0,638,638,0,0,0,0,0,0,0,638,0,319,638,0,0,0,0,0,0,0,638,0,0,1,1,60,1,0,0,1,0,1,0,1,4,60,0,0,0,980,613,0,0,3662,0,6287,40803,458,60,14
2716,0,1,6716,176,8836,3,6,3,1,1006,0,0,0,1006,1006,0,0,0,0,0,0,0,1006,0,0,1006,0,0,0,0,0,0,0,1006,0,0,1,1,67,1,1,0,3,0,1,1,0,6,51,3693,0,4222,6513,0,0,0,23635,0,17882,47460,635,67,36
2717,0,1,7618,644,6306,9,7,1,1,960,0,0,0,960,768,192,0,0,0,0,0,0,768,192,192,960,0,0,0,0,0,0,0,960,1,0,0,1,57,0,1,0,2,1,0,0,0,8,57,1920,0,0,3076,1328,7332,0,9779,5239,0,55472,590,57,57
2718,0,2,3002,2232,11430,2,5,4,0,1092,0,0,0,1092,1092,0,0,0,0,0,0,0,1092,0,1092,0,0,0,0,0,0,0,1092,0,0,0,1,2,74,1,1,0,2,0,1,1,0,6,74,1787,0,3578,3064,7939,6208,6399,15390,4603,15161,7857,86,74,74
2719,0,2,4436,1385,10773,1,3,3,1,4477,1050,1450,400,1577,2364,2113,788,263,0,400,0,1450,1577,0,4077,2113,788,263,0,400,0,1450,1577,0,0,0,1,2,47,2,1,0,2,1,0,0,0,24,40.5,3257,544,0,5248,13510,0,0,17999,5834,28606,53128,851,47,34
2720,2,2,2506,30,2628,4,9,3,1,3332,0,0,650,2682,2682,650,0,0,0,650,0,0,2682,0,0,3332,0,0,0,650,0,0,0,2682,0,1,1,1,83,1,0,0,1,0,1,0,0,8,83,0,597,0,2713,0,0,0,6254,6554,12649,14754,330,83,44
2721,0,2,3120,2102,5526,2,4,1,1,1368,0,0,250,1118,1118,250,0,0,0,250,0,0,1118,0,1118,250,0,0,0,250,0,0,1118,0,0,0,1,1,72,1,0,0,1,0,1,0,0,4,72,0,0,0,2369,6212,0,4794,5480,19930,31417,0,499,72,37
2722,4,2,485,2996,9588,7,4,1,0,992,0,0,0,992,0,992,0,0,0,0,0,0,0,992,744,992,0,0,0,0,0,0,0,992,0,0,1,1,20,0,1,0,3,1,0,0,1,6,14.3333333333333,0,0,0,3212,10877,9378,2070,7177,8360,3621,18,140,20,1
2723,0,5,6415,811,5382,1,1,2,1,670,0,0,0,670,670,0,0,0,0,0,0,0,670,0,335,670,0,0,0,0,0,0,0,670,0,0,1,1,37,1,0,0,3,0,0,1,1,4,21.3333333333333,0,670,0,3670,4591,0,0,10104,6884,17564,56366,785,37,13
2724,0,2,4335,750,17195,3,8,4,0,4840,2420,0,400,2020,2020,2820,0,2420,0,400,0,0,2020,0,4440,2820,0,2420,0,400,0,0,2020,0,0,0,1,1,73,1,1,0,2,0,1,0,0,11,73,4922,822,0,4818,7283,9762,14620,22186,8024,9481,8553,342,73,73
2725,0,2,7007,677,5323,4,1,4,0,4280,1343,0,250,2687,2687,1593,0,1343,0,250,0,0,2687,0,0,4280,0,1343,0,250,0,0,0,2687,0,0,1,2,78,1,1,0,2,0,1,0,0,7,78,2621,767,0,4720,0,0,0,13442,8276,7269,8702,163,78,78
2726,0,2,4932,1392,7952,2,6,2,1,4288,0,2144,0,2144,2144,2144,0,0,0,0,0,2144,2144,0,4288,2144,0,0,0,0,0,2144,2144,0,0,0,1,2,39,2,1,0,5,1,0,0,0,16,19,3469,579,0,2508,4842,0,0,19782,4634,15274,24410,431,39,6
2727,0,2,5650,1013,11097,3,3,3,1,3768,1884,0,250,1634,2576,1192,942,942,0,250,0,0,1634,0,3518,1192,942,942,0,250,0,0,1634,0,0,0,1,2,58,1,0,0,2,1,1,0,0,22,43,0,476,3261,7525,6021,8802,0,15515,8115,0,61651,678,58,28
2728,0,4,6590,725,3222,3,1,1,1,1110,0,0,0,1110,1110,0,0,0,0,0,0,0,1110,0,0,1110,0,0,0,0,0,0,0,1110,0,0,1,2,71,1,0,0,1,0,0,0,0,7,71,0,0,0,3572,0,0,0,7421,5950,11314,174324,1862,71,18
2729,0,5,4705,870,9153,1,1,2,1,488,0,0,0,488,488,0,0,0,0,0,0,0,488,0,244,488,0,0,0,0,0,0,0,488,0,0,1,1,25,1,0,1,4,0,0,0,1,6,7.75,0,0,0,2993,1510,10448,8023,8256,2447,15638,2525,167,25,1
2730,0,1,1620,2518,22778,3,11,4,0,1680,0,0,0,1680,1680,0,0,0,0,0,0,0,1680,0,1680,0,0,0,0,0,0,0,1680,0,0,0,1,1,63,1,0,0,4,1,1,0,0,10,38.5,5034,841,5755,4084,24814,15516,4478,28827,647,17573,1641,200,63,8
2731,2,4,1932,1987,6787,4,6,1,1,717,0,0,0,717,717,0,0,0,0,0,0,0,717,0,717,0,0,0,0,0,0,0,717,0,0,0,0,1,46,2,0,0,1,1,0,0,0,16,46,3258,544,0,3350,3515,0,4827,11466,0,17272,11941,284,46,55
2732,3,2,1073,3683,12632,1,5,3,0,2367,0,0,400,1967,1967,400,0,0,0,400,0,0,1967,0,1967,400,0,0,0,400,0,0,1967,0,0,0,1,1,36,2,1,1,5,1,0,0,0,8,23,1964,328,2246,2701,17242,6550,2883,13724,2990,14072,5902,185,36,7
2733,0,2,4963,1533,10933,3,3,3,1,775,0,0,250,525,525,250,0,0,0,250,0,0,525,0,263,775,0,0,0,250,0,0,0,525,0,0,0,1,48,1,0,0,2,1,0,0,1,6,48.5,7608,0,0,4284,7820,0,2322,22877,0,12440,28926,402,48,49
2734,0,2,5365,1076,25518,3,6,3,0,4344,0,2172,250,1922,1682,2662,0,0,0,250,0,2172,1682,240,4094,2422,0,0,0,250,0,2172,1922,0,0,0,1,2,78,1,1,0,3,1,1,0,0,11,68.3333333333333,7582,1266,8669,10807,13834,0,4369,58057,1510,15008,9129,344,78,52
2735,0,2,5007,1485,10792,2,1,1,1,1131,0,0,0,1131,1131,0,0,0,0,0,0,0,1131,0,1131,0,0,0,0,0,0,0,1131,0,0,0,1,1,21,0,0,0,4,1,0,0,0,4,18,2913,487,0,1940,8505,8978,0,17399,3738,0,32174,349,21,1
2736,2,2,3474,0,4463,4,4,3,1,2058,0,0,400,1658,1658,400,0,0,0,400,0,0,1658,0,0,2058,0,0,0,400,0,0,0,1658,0,0,1,2,67,1,1,0,2,0,1,0,0,8,63.5,0,0,0,5074,0,0,0,10154,1992,8182,15654,251,67,60
2737,0,2,5743,722,11959,1,1,3,1,2720,494,0,250,1976,2223,497,247,247,0,250,0,0,1976,0,2470,744,0,494,0,250,0,0,1976,0,0,0,0,1,50,2,1,0,2,0,0,0,0,16,50,0,0,7910,5254,5387,0,0,30163,11512,29221,94324,1313,50,50
2738,3,2,2238,2502,9128,3,1,2,1,881,0,0,0,881,881,0,0,0,0,0,0,0,881,0,881,0,0,0,0,0,0,0,881,0,0,0,1,1,78,1,0,0,1,0,1,0,0,4,78,4494,0,0,7707,9240,0,0,14198,2707,13592,28183,432,78,6
2739,2,1,927,692,2594,3,7,1,0,375,0,0,0,375,0,375,0,0,0,0,0,0,0,375,0,375,0,0,0,0,0,0,0,375,0,0,1,2,46,2,1,1,3,1,0,0,0,4,31,0,0,0,3194,0,0,0,5656,5002,4938,1397,296,46,1
2740,0,2,5500,1017,8268,3,1,2,1,2800,700,700,0,1400,1400,1400,0,700,0,0,0,700,1400,0,2800,1400,0,700,0,0,0,700,1400,0,0,0,1,2,81,1,0,0,2,0,0,0,0,23,64.5,3079,514,3521,5489,5876,0,0,16845,0,15305,59503,727,81,48
2741,0,5,4344,1582,22366,1,8,1,0,1087,0,0,0,1087,1087,0,0,0,0,0,0,0,1087,0,500,586,0,0,0,0,0,0,500,586,0,0,0,2,23,2,1,0,2,1,0,0,0,8,23,6756,1128,0,6177,5012,14723,16581,33820,1148,12185,8217,210,23,23
2742,0,2,3673,1625,11298,5,1,4,0,3648,0,0,0,3648,1042,2606,0,0,0,0,0,0,1042,2606,0,3648,0,0,0,0,0,0,0,3648,0,0,1,1,91,1,0,0,3,1,1,0,0,6,65.3333333333333,0,0,8074,5453,0,14030,0,19067,984,4600,3242,168,91,55
2743,0,2,1371,2745,14082,3,1,1,1,1984,0,992,0,992,992,992,0,0,0,0,0,992,992,0,1984,992,0,0,0,0,0,992,992,0,0,0,0,1,36,2,0,0,4,1,0,0,1,8,20,3001,501,4351,4652,20279,0,0,23116,0,18389,9319,269,36,13
2744,0,2,7075,535,9992,3,1,2,1,810,0,0,0,810,270,540,0,0,0,0,0,0,270,540,270,810,0,0,0,0,0,0,0,810,0,0,1,2,48,1,1,0,2,1,0,0,0,13,47,4020,0,0,3935,956,8761,10021,10420,4576,7932,4023,352,48,46
2745,0,2,7691,467,2944,2,7,2,0,2462,800,0,400,1262,1262,1200,0,800,0,400,0,0,1262,0,0,2462,0,800,0,400,0,0,0,1262,0,0,1,1,80,1,0,0,1,0,1,0,0,6,80,2612,436,0,4251,0,0,0,5794,1202,7232,271,6,80,42
2746,0,2,6053,1141,4662,3,3,1,1,1296,648,0,0,648,463,833,0,648,0,0,0,0,463,185,1296,648,0,648,0,0,0,0,648,0,0,0,1,1,77,1,0,0,1,0,1,0,0,23,77,0,0,0,3012,5915,0,0,6980,3987,10683,43777,568,77,30
2747,0,2,4426,2110,13250,3,9,2,1,2444,897,0,650,897,897,1547,0,897,0,650,0,0,897,0,1794,1547,0,897,0,650,0,0,897,0,0,0,1,2,73,1,1,0,2,0,1,0,0,24,71.5,0,825,0,13357,11425,0,0,20427,7549,23956,46046,754,73,70
2748,3,2,1786,3509,22896,1,7,1,1,3445,0,551,400,2494,2494,951,0,0,0,400,0,551,2494,0,3045,951,0,0,0,400,0,551,2494,0,0,1,1,2,48,2,1,0,5,1,0,0,0,24,22.2,0,635,11024,2750,31825,0,0,43546,8777,34132,20272,614,48,6
2749,2,5,918,1118,3894,2,4,1,1,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,0,900,0,0,0,0,0,0,0,900,0,0,0,2,43,2,1,1,3,1,0,0,0,13,31.3333333333333,0,0,0,5274,0,0,0,8012,0,21554,10122,308,43,10
2750,0,5,7522,506,1355,1,5,2,1,914,0,0,0,914,914,0,0,0,0,0,0,0,914,0,229,914,0,0,0,0,0,0,0,914,0,0,1,1,85,1,0,0,1,0,1,0,0,4,85,0,0,0,1863,267,0,1296,1197,2527,0,53436,544,85,33
2751,0,1,1419,2914,4708,3,4,1,1,768,0,0,0,768,768,0,0,0,0,0,0,0,768,0,768,0,0,0,0,0,0,0,768,0,0,0,1,1,69,1,0,0,2,0,1,0,0,4,59.5,0,0,0,2076,9206,0,0,4782,5661,10765,16399,319,69,50
2752,0,2,8669,355,8150,3,3,2,0,1035,345,0,0,690,690,345,0,345,0,0,0,0,690,0,0,1035,0,345,0,0,0,0,0,690,0,0,0,2,48,2,0,0,1,1,0,0,0,7,48,3360,0,4870,2521,0,5178,0,20109,1895,12442,9562,33,48,3
2753,0,1,4734,1398,25255,3,7,3,1,938,0,0,0,938,938,0,0,0,0,0,0,0,938,0,938,0,0,0,0,0,0,0,938,0,0,0,0,1,38,2,0,0,3,1,0,0,1,4,22.6666666666667,5806,970,0,9634,17195,15497,14078,29766,2939,13296,814,110,38,13
2754,0,5,6200,817,4144,1,4,1,1,336,0,0,0,336,336,0,0,0,0,0,0,0,336,0,0,336,0,0,0,0,0,0,0,336,0,0,1,1,67,1,1,0,2,0,0,0,0,3,67,0,0,0,2942,0,7262,0,3934,0,0,37650,366,67,67
2755,0,2,5390,1059,7097,4,3,2,1,2280,0,760,0,1520,1520,760,0,0,0,0,0,760,1520,0,2280,760,0,0,0,0,0,760,1520,0,0,0,1,1,74,1,0,0,2,1,1,0,0,9,47.5,0,0,0,5023,4569,0,0,14623,8343,21177,81406,1078,74,21
2756,0,2,4552,1529,1591,1,9,4,0,2290,0,0,250,2040,2290,0,0,0,250,0,0,0,2040,0,2040,250,0,0,0,250,0,0,2040,0,1,0,1,2,53,2,1,0,5,1,0,0,0,24,29.6,617,0,1469,672,1075,0,0,3681,3394,12315,9763,309,53,13
2757,0,2,3426,1926,19737,1,9,1,1,3019,0,1185,650,1185,1185,1835,0,0,0,650,0,1185,1185,0,2369,1835,0,0,0,650,0,1185,1185,0,0,0,1,1,59,1,1,0,2,1,1,0,0,14,56.5,0,782,6786,8560,27061,0,0,31722,24995,48156,61442,1308,59,54
2758,3,1,1730,2766,4492,9,6,4,0,256,0,0,0,256,256,0,0,0,0,0,0,0,256,0,256,256,0,0,0,0,0,0,0,256,0,0,0,2,26,2,0,1,2,1,0,0,0,7,26,0,0,0,2296,4650,0,4242,4137,4873,17622,3923,271,26,26
2759,0,3,4458,1805,5514,1,4,1,1,1892,574,0,0,1318,1318,574,0,574,0,0,0,0,1318,0,0,1892,0,574,0,0,0,0,0,1318,0,0,1,1,36,2,0,0,5,0,0,0,0,7,16.2,0,0,0,1876,0,0,6586,10352,34967,115267,0,1460,36,3
2760,0,4,6555,759,5480,3,1,2,1,1253,0,0,0,1253,1253,0,0,0,0,0,0,0,1253,0,0,1253,0,0,0,0,0,0,0,1253,0,0,1,1,30,2,1,0,2,0,0,0,0,15,27,4211,0,0,4044,0,0,0,14654,7566,31075,123129,1572,30,24
2761,2,5,1231,1775,2634,4,9,1,1,858,0,0,0,858,0,858,0,0,0,0,0,0,0,858,858,0,0,0,0,0,0,0,858,0,0,0,0,1,39,2,0,1,3,1,0,0,0,7,23.3333333333333,0,0,0,684,1979,0,1554,4770,0,18791,0,183,39,10
2762,0,2,9326,217,10142,3,2,1,0,2839,768,0,0,2071,2071,768,0,768,0,0,0,0,2071,0,1419,2839,0,768,0,0,0,0,0,2071,0,0,0,2,50,2,1,0,2,1,0,0,0,14,48,4177,698,4776,4295,606,0,3147,26557,8461,7075,3173,58,50,46
2763,0,4,6368,706,1584,2,1,1,1,735,0,0,0,735,735,0,0,0,0,0,0,0,735,0,0,735,0,0,0,0,0,0,0,735,0,0,0,2,61,2,1,1,2,1,0,0,0,15,54.5,1190,0,0,965,0,0,744,3696,0,14869,86488,985,61,48
