DOEID,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
1,0,0,1,1,55,2,0,0,2,55,99,99,99,99,99,99,99,99,99,99,99,55,1,1,0,0,8
2,0,0,1,1,26,1,1,0,4,26,36,7,99,99,99,99,99,99,99,99,99,1,1,0,1,1,13
3,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,10
4,0,0,0,2,43,2,1,1,8,43,34,19,15,13,11,10,99,99,99,99,99,3,1,0,0,1,6
5,0,0,0,1,39,2,1,0,5,39,85,39,9,99,99,99,99,99,99,99,99,3,1,0,0,0,23
6,0,0,1,1,40,2,0,1,8,40,27,23,18,17,8,1,99,99,99,99,99,1,1,0,0,0,12
7,0,0,1,1,60,0,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,59,1,1,0,0,24
8,0,0,0,1,37,0,0,0,4,37,58,16,99,99,99,99,99,99,99,99,99,8,1,0,0,0,17
9,0,0,0,2,50,2,1,0,4,50,41,11,99,99,99,99,99,99,99,99,99,8,1,0,0,0,23
10,0,0,0,2,39,2,0,0,1,39,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,23
11,0,0,0,1,25,2,1,1,3,25,30,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,7
12,0,0,1,1,36,1,1,0,5,36,36,65,5,99,99,99,99,99,99,99,99,5,1,1,0,0,17
13,0,0,1,1,61,1,0,0,1,61,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,1,3
14,0,0,0,1,56,0,1,0,3,56,56,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,12
15,0,0,1,2,28,2,1,1,5,28,27,19,15,99,99,99,99,99,99,99,99,11,1,0,0,0,23
16,0,0,1,1,49,2,1,0,2,49,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,18
17,0,0,0,1,59,1,0,0,1,59,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,9
18,0,0,0,1,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,57,1,0,0,0,24
19,0,0,1,2,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,10
20,0,0,1,1,27,1,1,0,4,27,20,8,99,99,99,99,99,99,99,99,99,5,0,0,1,1,4
21,1,0,1,2,79,1,1,0,2,79,99,99,99,99,99,99,99,99,99,99,99,67,1,1,0,0,24
22,0,0,1,2,48,1,0,1,2,48,99,99,99,99,99,99,99,99,99,99,99,86,0,1,1,1,4
23,0,0,1,2,49,2,1,0,7,49,70,45,16,13,8,99,99,99,99,99,99,6,1,1,0,0,24
24,0,0,1,2,84,1,1,0,2,84,99,99,99,99,99,99,99,99,99,99,99,84,0,1,0,0,18
25,0,0,1,2,37,2,1,0,4,37,37,5,99,99,99,99,99,99,99,99,99,2,1,0,0,0,24
26,0,0,1,2,61,0,0,0,4,61,48,33,99,99,99,99,99,99,99,99,99,4,1,0,0,0,14
27,0,0,0,2,51,2,1,0,2,51,99,99,99,99,99,99,99,99,99,99,99,50,1,0,0,0,18
28,0,0,1,1,68,1,0,0,1,68,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
29,0,0,1,1,25,1,1,0,6,25,28,8,6,2,99,99,99,99,99,99,99,1,1,0,0,0,11
30,0,0,1,1,36,1,1,1,6,36,39,15,13,9,99,99,99,99,99,99,99,4,0,0,0,1,8
31,0,0,1,1,60,1,0,0,1,60,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8
32,0,0,0,1,44,2,0,0,3,44,16,99,99,99,99,99,99,99,99,99,99,14,1,0,1,0,4
33,0,0,0,1,59,1,1,0,2,59,99,99,99,99,99,99,99,99,99,99,99,59,1,1,0,0,17
34,0,0,1,1,51,2,1,0,4,51,51,21,99,99,99,99,99,99,99,99,99,16,1,0,0,0,18
35,0,0,0,1,37,2,1,0,4,37,29,13,99,99,99,99,99,99,99,99,99,5,1,0,0,0,24
36,0,0,0,2,41,2,0,0,3,41,11,99,99,99,99,99,99,99,99,99,99,8,1,0,0,0,24
37,1,0,0,2,41,2,1,0,4,41,36,13,99,99,99,99,99,99,99,99,99,11,1,0,0,0,14
38,0,0,0,1,31,2,0,0,2,31,99,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,14
39,0,0,0,2,44,2,1,0,4,44,45,13,99,99,99,99,99,99,99,99,99,10,1,0,0,0,13
40,0,0,0,1,52,2,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,23
41,0,0,1,2,53,1,0,0,2,53,99,99,99,99,99,99,99,99,99,99,99,14,0,1,0,0,17
42,0,0,0,2,26,0,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,6
43,1,0,0,1,47,2,1,0,4,47,47,16,99,99,99,99,99,99,99,99,99,13,1,0,0,0,16
44,0,0,1,2,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
45,0,0,1,2,63,1,0,1,5,63,30,29,22,99,99,99,99,99,99,99,99,20,0,1,0,0,8
46,0,0,0,1,58,2,0,0,1,58,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
47,0,0,0,2,53,2,1,0,2,53,99,99,99,99,99,99,99,99,99,99,99,46,1,0,0,0,23
48,0,0,0,2,58,2,0,1,1,58,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,23
49,0,0,1,2,22,0,0,0,2,22,99,99,99,99,99,99,99,99,99,99,99,22,0,0,0,0,4
50,0,0,1,2,70,1,1,0,2,70,99,99,99,99,99,99,99,99,99,99,99,70,0,1,0,0,8
51,0,0,1,1,26,1,0,1,4,26,10,4,99,99,99,99,99,99,99,99,99,2,0,0,1,1,5
52,0,0,0,2,31,2,1,1,4,31,31,12,99,99,99,99,99,99,99,99,99,2,1,0,0,0,24
53,0,0,1,2,56,2,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,7
54,0,0,1,1,27,1,1,1,2,27,99,99,99,99,99,99,99,99,99,99,99,28,1,0,0,0,6
55,0,0,1,1,42,1,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,13,0,0,1,1,5
56,0,0,1,2,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,10
57,0,0,0,2,47,2,1,0,3,47,52,99,99,99,99,99,99,99,99,99,99,7,1,0,0,0,24
58,0,0,0,2,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,58,1,1,0,0,19
59,0,0,1,1,70,1,1,0,3,70,73,99,99,99,99,99,99,99,99,99,99,65,1,1,0,0,14
60,0,0,1,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,53,1,0,0,0,24
61,0,0,1,1,77,1,0,0,1,77,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
62,0,0,0,1,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,18
63,0,0,1,1,83,1,0,0,2,83,99,99,99,99,99,99,99,99,99,99,99,36,1,1,1,1,10
64,0,0,0,2,46,2,1,0,3,46,31,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,19
65,0,0,0,2,25,2,0,0,3,25,26,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,23
66,0,0,0,1,47,2,0,0,1,47,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
67,0,0,0,2,23,2,1,0,4,23,22,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,10
68,0,0,1,1,31,1,1,0,6,31,35,6,3,1,99,99,99,99,99,99,99,3,1,0,1,1,8
69,0,0,1,1,30,2,0,0,6,30,13,12,10,8,99,99,99,99,99,99,99,2,1,0,0,1,3
70,0,0,0,2,38,2,0,1,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
71,0,0,0,1,70,0,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,8
72,0,0,0,1,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
73,0,0,1,1,41,2,1,1,5,41,37,30,18,99,99,99,99,99,99,99,99,4,1,0,0,0,22
74,0,0,1,1,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
75,0,0,0,1,50,0,1,0,4,50,48,7,99,99,99,99,99,99,99,99,99,7,1,0,0,0,12
76,0,0,1,1,78,1,0,0,2,78,99,99,99,99,99,99,99,99,99,99,99,43,1,1,0,0,7
77,0,0,1,1,74,1,0,0,1,74,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,5
78,0,0,0,2,35,2,1,0,4,35,35,5,99,99,99,99,99,99,99,99,99,4,1,0,0,0,23
79,0,0,0,2,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24
80,0,0,1,2,32,2,1,0,4,32,35,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,23
81,0,0,0,1,44,2,0,0,3,44,16,99,99,99,99,99,99,99,99,99,99,15,1,0,0,0,11
82,0,0,0,1,37,2,1,1,2,37,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,9
83,0,0,1,1,86,1,0,0,1,86,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
84,0,0,0,1,43,2,1,0,3,43,42,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,15
85,0,0,1,2,46,0,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,3
86,1,0,0,1,48,2,1,0,3,48,61,99,99,99,99,99,99,99,99,99,99,11,1,0,0,0,16
87,0,0,0,1,34,2,1,0,5,34,35,11,4,99,99,99,99,99,99,99,99,1,1,0,0,0,9
88,0,0,1,1,55,1,1,0,2,55,99,99,99,99,99,99,99,99,99,99,99,55,0,1,0,0,6
89,0,0,0,1,26,1,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,2,1,0,0,1,23
90,0,0,0,2,43,2,0,0,2,43,99,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,18
91,0,0,0,1,26,2,1,0,2,26,99,99,99,99,99,99,99,99,99,99,99,30,1,0,0,0,10
92,0,0,1,1,35,1,1,1,5,35,41,20,1,99,99,99,99,99,99,99,99,2,0,0,0,0,4
93,0,0,0,1,53,1,1,0,3,53,50,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,22
94,0,0,1,1,42,1,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,14,0,0,1,0,5
95,0,0,0,1,24,2,0,0,1,24,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,9
96,0,0,1,2,77,1,1,0,2,77,99,99,99,99,99,99,99,99,99,99,99,74,0,1,1,0,5
97,1,0,0,2,36,2,1,0,2,36,99,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,24
98,0,1,1,1,30,2,0,1,4,30,75,14,99,99,99,99,99,99,99,99,99,12,1,0,0,0,7
99,0,0,1,1,56,0,0,0,3,56,81,99,99,99,99,99,99,99,99,99,99,77,0,0,0,0,2
100,0,0,1,1,32,0,1,0,4,32,31,11,99,99,99,99,99,99,99,99,99,7,1,0,0,0,20
101,0,0,1,1,36,2,1,0,3,36,35,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,24
102,0,0,0,2,46,2,1,0,4,46,54,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,23
103,0,0,1,1,54,2,0,0,4,54,44,16,99,99,99,99,99,99,99,99,99,14,1,0,0,0,24
104,0,0,1,1,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8
105,0,0,1,1,64,2,1,1,6,64,66,44,43,15,99,99,99,99,99,99,99,6,1,1,1,0,14
106,0,0,0,1,30,0,0,0,3,30,12,99,99,99,99,99,99,99,99,99,99,10,1,0,0,1,9
107,0,0,0,2,24,2,0,0,1,24,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
108,0,0,0,1,41,2,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,49,1,0,0,0,20
109,0,0,0,1,68,1,0,0,1,68,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
110,0,0,1,2,33,2,1,0,6,33,28,4,4,3,99,99,99,99,99,99,99,2,1,0,0,0,7
111,0,0,0,1,58,1,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,58,1,0,0,0,24
112,0,0,0,1,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,2
113,0,0,1,1,69,0,0,0,1,69,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
114,0,0,1,2,52,2,0,0,5,52,40,35,30,99,99,99,99,99,99,99,99,27,1,0,0,0,24
115,0,0,0,2,61,2,1,0,2,61,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,17
116,0,0,1,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,10
117,0,0,0,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3
118,1,0,0,1,51,0,0,0,2,51,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,15
119,1,0,1,2,27,2,1,0,3,27,30,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,17
120,0,0,0,2,31,2,0,0,2,31,99,99,99,99,99,99,99,99,99,99,99,15,1,0,0,0,5
121,0,0,0,2,50,2,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
122,0,0,0,1,55,1,1,1,2,55,99,99,99,99,99,99,99,99,99,99,99,55,1,0,0,0,16
123,0,0,1,1,63,1,1,0,2,63,99,99,99,99,99,99,99,99,99,99,99,69,0,1,0,1,5
124,0,0,1,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,81,0,1,0,0,10
125,0,0,1,1,86,1,1,0,2,86,99,99,99,99,99,99,99,99,99,99,99,85,0,1,0,0,7
126,0,0,1,1,56,2,0,0,6,56,30,22,22,16,99,99,99,99,99,99,99,4,1,0,0,0,7
127,0,0,1,1,29,1,0,1,8,29,29,23,17,16,14,7,99,99,99,99,99,6,0,1,1,0,4
128,0,0,1,1,26,2,0,0,6,26,65,64,46,28,99,99,99,99,99,99,99,26,1,0,0,0,13
129,1,0,1,1,48,0,1,0,4,48,48,16,99,99,99,99,99,99,99,99,99,19,1,0,0,0,24
130,0,0,1,1,72,1,0,0,1,72,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,3
131,0,0,1,1,90,1,0,1,2,90,99,99,99,99,99,99,99,99,99,99,99,47,1,1,0,0,6
132,0,0,1,2,25,2,1,1,4,25,23,16,99,99,99,99,99,99,99,99,99,10,1,0,0,0,5
133,0,0,0,2,42,2,1,0,3,42,32,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,11
134,0,1,1,1,45,1,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,8
135,0,0,0,1,44,2,1,0,5,44,49,17,14,99,99,99,99,99,99,99,99,9,1,0,0,0,24
136,0,0,0,2,50,2,1,0,2,50,99,99,99,99,99,99,99,99,99,99,99,50,1,0,0,0,23
137,1,0,1,1,65,1,1,0,2,65,99,99,99,99,99,99,99,99,99,99,99,65,1,1,0,0,24
138,0,0,1,2,62,1,1,0,6,62,56,40,32,17,99,99,99,99,99,99,99,5,1,1,1,0,10
139,0,0,1,2,22,2,1,1,4,22,48,25,99,99,99,99,99,99,99,99,99,23,1,0,0,0,12
140,0,0,1,2,73,1,1,0,2,73,99,99,99,99,99,99,99,99,99,99,99,72,0,1,0,0,11
141,0,0,1,2,46,2,0,0,2,46,99,99,99,99,99,99,99,99,99,99,99,75,1,1,0,0,5
142,0,0,0,2,40,2,0,1,3,40,17,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,7
143,0,0,1,1,39,2,0,0,4,39,17,8,99,99,99,99,99,99,99,99,99,4,1,0,1,1,5
144,0,0,1,1,40,1,1,0,4,40,40,17,99,99,99,99,99,99,99,99,99,6,0,1,0,0,7
145,0,0,1,1,50,1,1,0,4,50,54,24,99,99,99,99,99,99,99,99,99,16,1,1,0,0,7
146,0,0,1,1,71,1,1,0,2,71,99,99,99,99,99,99,99,99,99,99,99,72,0,1,0,0,9
147,0,0,0,2,54,1,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,1
148,0,0,0,2,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,11
149,0,0,1,1,65,1,0,1,2,65,99,99,99,99,99,99,99,99,99,99,99,16,0,1,0,1,5
150,0,0,0,2,41,2,1,0,4,41,35,14,99,99,99,99,99,99,99,99,99,6,1,0,0,0,16
151,0,0,1,1,46,2,0,1,3,46,67,99,99,99,99,99,99,99,99,99,99,26,0,0,0,0,7
152,0,0,1,2,59,0,1,0,3,59,53,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,15
153,1,1,0,2,33,2,1,0,2,33,99,99,99,99,99,99,99,99,99,99,99,33,1,0,0,0,9
154,0,0,0,1,67,2,0,0,1,67,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13
155,0,0,0,2,32,2,0,0,1,32,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
156,0,0,0,2,56,2,0,0,1,56,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,18
157,0,0,0,1,36,2,1,0,2,36,99,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,24
158,0,0,1,2,45,2,1,1,2,45,99,99,99,99,99,99,99,99,99,99,99,39,1,0,0,0,12
159,0,0,1,2,44,2,1,0,2,44,99,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,7
160,0,0,1,2,71,0,0,0,1,71,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,6
161,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
162,0,0,1,1,25,1,1,1,2,25,99,99,99,99,99,99,99,99,99,99,99,24,1,0,0,0,5
163,0,0,1,2,64,1,0,0,1,64,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
164,0,0,1,1,39,1,1,0,2,39,99,99,99,99,99,99,99,99,99,99,99,38,0,0,0,0,11
165,0,0,1,2,22,1,1,0,4,22,49,24,99,99,99,99,99,99,99,99,99,1,1,0,0,0,7
166,0,0,1,2,56,2,1,1,5,56,85,54,30,99,99,99,99,99,99,99,99,28,1,0,0,0,11
167,0,0,0,2,45,2,1,0,4,45,43,17,99,99,99,99,99,99,99,99,99,12,1,0,0,0,24
168,1,0,1,1,37,2,1,0,4,37,46,14,99,99,99,99,99,99,99,99,99,8,1,0,0,0,10
169,0,0,0,2,32,2,1,0,1,32,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,23
170,0,0,1,2,41,1,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,41,0,0,1,0,6
171,0,0,0,2,59,2,1,1,2,59,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,10
172,0,0,0,2,64,2,1,0,2,64,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,24
173,0,0,0,1,21,2,1,0,3,21,30,99,99,99,99,99,99,99,99,99,99,22,1,0,0,0,17
174,0,0,0,1,32,0,1,0,4,32,36,8,99,99,99,99,99,99,99,99,99,6,1,0,0,0,12
175,0,0,0,2,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,7
176,0,0,1,2,62,1,1,0,3,62,85,99,99,99,99,99,99,99,99,99,99,61,1,1,0,0,24
177,0,0,1,2,49,2,1,0,3,49,47,99,99,99,99,99,99,99,99,99,99,21,1,0,1,0,12
178,0,0,0,2,49,2,0,0,1,49,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
179,0,0,0,1,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8
180,0,0,0,1,57,2,0,0,1,57,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,0,15
181,1,0,0,1,49,0,1,0,3,49,54,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,20
182,0,0,1,2,83,2,1,0,2,83,99,99,99,99,99,99,99,99,99,99,99,80,1,1,0,0,23
183,0,0,1,2,46,1,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,3
184,0,0,1,1,44,1,0,0,2,44,99,99,99,99,99,99,99,99,99,99,99,15,0,0,1,0,5
185,0,0,0,1,30,0,1,0,3,30,30,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,10
186,0,0,0,2,52,2,1,1,7,52,51,27,21,19,12,99,99,99,99,99,99,10,1,1,0,0,23
187,0,0,1,1,83,1,0,0,2,83,99,99,99,99,99,99,99,99,99,99,99,79,0,1,0,0,8
188,0,0,1,1,28,2,1,0,4,28,38,8,99,99,99,99,99,99,99,99,99,3,1,0,0,0,6
189,0,1,1,2,38,2,1,0,6,38,43,17,14,11,99,99,99,99,99,99,99,9,1,0,0,0,24
190,0,0,0,2,48,2,0,0,3,48,42,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,24
191,0,0,1,1,38,0,0,0,3,38,62,99,99,99,99,99,99,99,99,99,99,38,1,0,0,0,11
192,0,0,0,1,24,0,0,0,1,24,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6
193,0,0,1,1,65,1,1,0,3,65,69,99,99,99,99,99,99,99,99,99,99,49,0,1,0,0,10
194,0,0,1,1,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,4
195,0,0,1,1,20,0,1,0,3,20,25,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,13
196,0,0,1,1,57,1,1,0,3,57,60,99,99,99,99,99,99,99,99,99,99,31,0,1,1,1,5
197,0,0,0,2,56,2,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,24
198,0,0,1,1,81,1,0,0,1,81,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3
199,0,0,0,2,51,2,1,0,3,51,49,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,13
200,0,0,1,1,52,0,1,0,2,52,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,5
201,0,0,0,2,45,2,0,0,3,45,10,99,99,99,99,99,99,99,99,99,99,9,1,0,0,0,11
202,0,0,0,2,46,2,0,0,4,46,40,26,99,99,99,99,99,99,99,99,99,4,1,0,0,0,14
203,0,0,0,2,34,1,1,0,4,34,33,13,99,99,99,99,99,99,99,99,99,6,1,0,0,1,6
204,0,0,1,2,50,1,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,1,1
205,0,0,1,2,39,2,0,0,4,39,36,3,99,99,99,99,99,99,99,99,99,3,1,0,0,0,14
206,1,0,1,2,68,1,1,0,3,68,67,99,99,99,99,99,99,99,99,99,99,43,1,1,0,0,9
207,0,0,0,1,23,2,1,1,4,23,23,4,99,99,99,99,99,99,99,99,99,1,1,0,0,0,17
208,1,0,0,2,31,2,0,0,2,31,99,99,99,99,99,99,99,99,99,99,99,22,0,0,0,0,8
209,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,58,0,1,0,0,10
210,0,0,0,1,54,0,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,22
211,0,0,1,2,62,1,1,0,2,62,99,99,99,99,99,99,99,99,99,99,99,56,0,1,0,0,18
212,0,0,1,2,57,2,1,0,4,57,44,10,99,99,99,99,99,99,99,99,99,8,1,0,0,0,7
213,0,0,1,2,51,2,0,0,5,51,37,34,18,99,99,99,99,99,99,99,99,17,1,0,0,0,11
214,0,0,0,2,45,2,0,0,2,45,99,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,17
215,0,0,0,2,33,2,0,1,3,33,26,99,99,99,99,99,99,99,99,99,99,19,1,0,0,0,13
216,0,0,1,1,72,1,0,0,2,72,99,99,99,99,99,99,99,99,99,99,99,36,0,1,0,0,6
217,0,0,1,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
218,0,0,0,1,35,0,1,0,4,35,38,9,99,99,99,99,99,99,99,99,99,7,1,0,0,0,9
219,0,0,0,1,50,0,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,3
220,0,0,0,1,44,2,0,0,3,44,17,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,6
221,0,0,1,2,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,4
222,0,0,1,1,43,0,0,0,2,43,99,99,99,99,99,99,99,99,99,99,99,39,1,0,0,0,9
223,0,0,1,1,49,1,1,0,2,49,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,9
224,1,0,1,2,45,0,1,0,2,45,99,99,99,99,99,99,99,99,99,99,99,45,1,0,0,0,24
225,0,0,1,1,47,2,1,0,3,47,46,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,13
226,0,0,1,2,50,0,0,0,1,50,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,3
227,0,0,0,1,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,14
228,0,0,0,1,33,1,1,0,4,33,35,8,99,99,99,99,99,99,99,99,99,2,1,0,0,0,15
229,0,0,0,2,38,2,1,0,2,38,99,99,99,99,99,99,99,99,99,99,99,44,1,0,0,0,8
230,0,0,0,2,39,2,1,0,5,39,39,17,8,99,99,99,99,99,99,99,99,5,0,0,0,0,18
231,1,0,0,2,55,2,1,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24
232,0,0,1,2,68,1,1,0,3,68,67,99,99,99,99,99,99,99,99,99,99,33,0,1,0,0,5
233,0,0,1,1,86,1,0,0,1,86,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,6
234,0,0,1,1,75,1,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,78,0,1,0,0,13
235,0,0,1,2,30,0,1,1,7,30,33,25,5,4,3,99,99,99,99,99,99,3,1,0,0,1,8
236,0,0,0,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,12
237,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
238,0,0,1,2,46,2,0,0,3,46,85,99,99,99,99,99,99,99,99,99,99,47,1,1,0,0,12
239,0,0,0,1,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,6
240,0,0,0,2,52,2,1,0,4,52,58,24,99,99,99,99,99,99,99,99,99,20,1,0,0,0,19
241,0,0,1,1,80,1,0,0,2,80,99,99,99,99,99,99,99,99,99,99,99,12,0,1,0,0,5
242,0,0,0,2,21,2,1,0,2,21,99,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,10
243,0,0,1,2,57,2,1,0,3,57,53,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,24
244,0,0,1,2,34,2,1,0,5,34,63,55,30,99,99,99,99,99,99,99,99,23,1,0,0,0,10
245,0,0,0,2,47,2,1,0,3,47,45,99,99,99,99,99,99,99,99,99,99,10,1,0,0,0,20
