PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,Output
-0.428550249681005,-0.771953836280523,3.13897342120535,-0.444788783221669,-0.202583963733028,0.694619624449099,-0.0446649017664593,1.22481037144284,0.526831425273487,1.53924803639205,0.95408426070876,0.209695034204612,-0.109767216998091,0.193519701183643,-0.0423104175522339,0.260428233939797,0.109275142710014,0.70331017550534,-2.14454840723475,0.00570365497357461,-0.0149027731656835,-0.413332605093906,0.190625767444226,-1.01449040736791,2
-1.83093395209021,2.56040764878905,0.364349881348341,1.89779728487614,1.54492441131067,1.12212478424862,2.63131396718519,-0.358977830117948,-0.645064254910938,-1.49679005063844,-0.881912630715359,-0.40409857420349,-0.0874046652536844,-0.843345119151761,0.3848293183722,0.593336129957171,-0.556284452886779,1.97635152463984,0.223318329232951,1.117469564,0.699696639271395,-0.390561679980585,-0.496648118720054,0.0753774572158405,1
2.16804912310411,-2.11649535467049,0.454365206094202,-1.3698820454456,-0.887146363928521,0.0104949374549933,0.689229321351214,1.64558165508032,1.08630770421458,-0.545668619178072,1.22660955398231,-1.08595765862678,-1.62893051881448,0.701753014711403,-0.491210519842551,0.156742081052381,0.208748475599211,0.350857660757698,-0.696034109758068,0.514827539405087,0.764276781452825,0.328278450484028,0.454400200567415,-0.77634586556865,3
-2.83956665555606,2.64587876632854,-1.8647203533434,0.55226916956454,0.0518417347140358,0.99131650880585,0.789925284155007,-0.627563688747327,-1.15795493995614,-0.29694633615229,-1.22109508866618,0.0870494865231169,-1.35871263881984,-1.26570734173016,0.407570331876251,-1.93215177876505,0.265555578818781,-0.51821197788884,0.312404776896283,-1.47335923567145,0.939267827488005,0.805640454446671,1.85924675011472,1.97720356830906,3
1.36247224900005,2.71749873266275,1.08060160075945,-0.433614773139671,-1.08592544167892,-1.12271616179544,0.448439279549188,-0.711049358406553,0.999899570023176,-1.52898672565103,0.751454091033831,-0.0948310876875674,-0.785005878142349,0.633601149746139,-0.294233385839618,-0.606741327614157,0.584843307486722,0.765337247395806,-0.843298784088063,0.0465922734715475,0.526655049032193,-0.706436212050964,0.0743942947614932,1.09608356535034,3
-2.17728209061535,2.61209348797467,-1.3487711012497,0.393347280002127,0.0604564263970663,0.977713585437028,1.01173972742536,-0.500689796454212,-0.110318923299805,0.733665413976883,-0.43102999853261,-0.0592970200235583,-1.58973687740664,1.26767181933959,0.13439834857578,-1.14833989376188,0.967279738729103,-0.673488530664327,-0.804058278975875,-2.10942659961611,0.206962258263958,-1.03467486809545,0.0791178466479274,0.272836853548995,3
1.50243276409107,-2.22472315307163,2.39421120569377,3.41547516487905,-6.04661940922832,2.32744992067757,-0.498992308813029,0.81071680684295,-0.76243992275632,0.195640565921948,-3.20603950828776,0.834834798752001,2.89606564032352,1.71127860157829,-5.77829562722265,0.0754228905406048,0.457243655153947,0.708315954447011,0.271715239371738,2.12700042639839,-0.177555658855613,0.0525306783957406,0.224171591117481,0.471852443895113,1
-2.37644451470098,1.37318416728775,-0.418069053447636,-0.03723447062277,0.165119936418651,-0.266197572680542,-0.0537860726894238,-0.610030104979682,-0.44093511128039,-0.885861467255064,0.390994194761956,0.214752426077941,0.535522611061972,1.75704310833542,-0.251617173139635,0.0907623792540475,0.362116804180785,0.390651923223168,-1.52196231861548,0.63958829487192,-0.609875315045089,1.32683100666564,-0.208402140037671,0.905217385424117,3
4.98093984658347,3.46756009024162,4.41837728991338,-1.96727864916874,-0.760575917361128,2.58435753794078,-0.805399000467675,1.26540850138392,-1.82950005359241,2.42853244356135,2.51812834967605,0.825476967446734,0.227308176268889,-0.773432997828107,0.846961674733334,0.013946928260628,-0.0468407536408974,1.33614819819802,1.91978130332931,-0.341981902643668,-0.574475154407696,0.195296464602315,0.122230351719239,0.531348365826194,2
0.20728683134111,1.92810982174222,0.843141936564767,-1.4228539669385,1.08451256448912,-0.562867552687051,-2.13793032777838,0.0223131190401399,-1.84624640552573,0.134010807390617,2.05242988409121,0.661056142102307,1.10042437220026,-0.798309250910483,-0.0290915500971054,0.00233867601156168,-0.119075222956509,0.0755790976334522,1.30497666761157,-0.806975238649757,-0.536019853567674,-0.329298999755545,0.284232884631346,0.686768739607087,2
-1.82974215036001,3.48764548711594,-0.00189826822564941,-0.3389881227901,1.27566973639011,-0.154758966375345,0.0109419933346798,0.66230230018352,0.0929211325518299,1.30298740068256,1.02407938264883,-0.150471112077953,-0.682526736019867,0.595799015890078,-0.746154598839135,-0.722468766394529,0.569497242997755,-1.60421363087812,0.52177516115953,-0.527813187297186,1.42117738138358,-0.000901879655807486,-0.0490784488403469,-0.360593608007036,1
3.56200333279134,1.51541524081745,0.852520236596303,1.36818672201704,3.01971672305063,0.350184031009498,0.608470029727637,-1.09155948179315,-1.6345876884779,0.236011880724147,1.27820812812372,-0.066409046929746,-2.14468684354012,1.83191514561286,-0.378449119279074,0.230377839819911,0.723365011997501,0.458514074738236,1.24363157109159,-0.0546828815380531,-0.400283274911446,-0.36812166872271,0.180963668887053,0.192750016045547,3
-3.54736175138244,-1.34712931992418,2.30974226310802,0.33981456194361,1.40074685665223,0.890210094387091,1.47860983496396,1.36119749247276,0.677520312258912,1.04226439094426,1.03665999760597,-0.20574315950568,1.20400635291206,-0.461398516601401,-0.229825725989054,0.534172260262833,-0.457375335998277,-1.01534621218981,-0.375098652623414,1.40012612366138,-0.0608173120384349,-0.965670109813211,-0.149368158539295,-0.145817300209981,1
0.575787252194566,1.0663298200328,3.97376170812594,-0.347594589123444,-1.70877312681272,1.81932869537145,0.0828337595975782,1.68715548675065,-0.510767258887557,0.539382248126008,0.00811002424181947,0.383146255862581,1.07593831569885,1.24764379502266,2.21180834056667,0.397635974608477,-0.0804687076296309,0.687805951072295,0.751152573741751,1.43172732639105,0.208808113295878,1.43298914751469,1.26920283272979,0.750957845059699,3
-1.67437325763954,2.69363681948751,-0.466980771631302,2.60556926058064,-2.97764426850342,1.11588538779499,-0.947412657940942,0.47218009705311,-1.16461012832506,0.97904811242877,-3.27222738252033,0.129551060169083,0.0188182901731402,0.0473316891107106,-2.95657179770981,-0.964188793746083,0.470682336717326,-0.79262236009944,2.01747938444569,-0.660965220971266,-0.0824629208508907,-1.23035277929025,-0.0377378968338621,0.430192905717067,1
