DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUEL,BTUNG,BTU,AGEHHMEM1,AGEHHMEMY
109,2,2,1696,1079,4019,4,3,2,1,2898,0,1449,400,1049,450,2448,0,0,0,400,0,1449,450,599,0,2898,0,0,0,400,0,1449,0,1049,0,0,0,1,68,1,0,0,1,0,1,0,0,5,68,13713,42704,56417,68,29
110,0,2,4542,1914,11040,3,2,3,1,1885,858,0,0,1027,1885,0,858,0,0,0,0,0,1027,0,1885,0,858,0,0,0,0,0,1027,0,0,0,1,2,33,2,1,0,6,1,0,0,0,7,12.33333333,37668,92507,130175,33,2
111,0,2,5429,1266,20949,1,9,3,1,8316,0,2772,400,5144,5144,3172,0,0,0,400,0,2772,5144,0,7916,3172,0,0,0,400,0,2772,5144,0,0,0,0,1,58,1,1,0,2,1,0,0,0,24,58,71478,5823,77301,58,58
112,0,2,6312,959,2645,1,3,1,1,2268,1134,0,0,1134,1134,1134,0,1134,0,0,0,0,1134,0,454,2268,0,1134,0,0,0,0,0,1134,0,0,0,1,53,2,0,0,1,1,0,0,0,2,53,9024,114383,123407,53,35
113,0,2,6343,1025,6465,1,1,3,1,4000,0,2000,400,1600,1600,2400,0,0,0,400,0,2000,1600,0,3600,2400,0,0,0,400,0,2000,1600,0,0,0,1,1,69,0,0,0,1,0,1,0,0,3,69,22060,102420,124480,69,19
114,0,2,6549,764,9854,2,1,2,0,8468,2117,0,0,6351,6351,2117,0,2117,0,0,0,0,6351,0,0,8468,0,2117,0,0,0,0,0,6351,0,0,1,2,52,2,0,0,5,1,0,0,0,24,36.8,33622,178330.6716,211952.6716,52,27
115,0,2,4864,1530,11836,3,5,2,1,1946,323,0,650,973,1946,0,323,0,650,0,0,0,973,0,162,1946,0,323,0,650,0,0,0,973,0,0,0,2,61,2,1,0,2,1,0,0,0,17,58.5,40384,74294,114678,61,56
116,0,3,7385,524,2132,3,1,1,0,1528,480,0,0,1048,1048,480,0,480,0,0,0,0,1048,0,255,1528,0,480,0,0,0,0,0,1048,0,0,1,1,70,1,0,0,1,0,1,0,0,10,70,7273,98753.93109,106026.9311,70,47
117,0,1,4443,357,12337,3,5,1,0,840,0,0,0,840,672,168,0,0,0,0,0,0,672,168,0,840,0,0,0,0,0,0,0,840,0,0,0,1,70,1,0,0,1,0,1,1,1,3,70,42094,67911.48753,110005.4875,70,20
118,0,3,7327,304,15973,2,7,2,1,5043,2288,0,400,2355,4586,457,2231,57,0,400,0,0,2355,0,0,5043,0,2288,0,400,0,0,0,2355,1,0,0,1,51,0,0,0,2,1,0,0,0,15,37,54500,114428.0641,168928.0641,51,23
119,0,2,5858,854,7631,3,9,3,1,2726,875,0,0,1851,1851,875,0,875,0,0,0,0,1851,0,2726,875,0,875,0,0,0,0,1851,0,1,0,1,2,27,2,1,0,3,0,0,0,0,17,19.33333333,26037,114366,140403,27,1
120,3,5,1044,3422,14454,1,4,1,1,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,832,0,0,0,0,0,0,0,832,0,0,0,0,2,31,2,0,0,2,1,0,0,0,5,23,49318,9808.263146,59126.26315,31,15
121,0,2,7882,626,3630,3,7,4,1,4719,2313,0,400,2006,4319,400,2313,0,0,400,0,0,2006,0,4319,400,2313,0,0,400,0,0,2006,0,0,0,0,2,50,2,0,0,1,1,0,0,0,12,50,12386,59785,72171,50,44
122,0,2,6085,1188,7963,3,1,1,1,2838,946,946,0,946,946,1892,0,946,0,0,0,946,946,0,811,2838,0,946,0,0,0,946,0,946,0,0,0,1,55,1,1,1,2,1,0,0,0,16,55,27170,115392,142562,55,55
123,0,2,8008,52,6014,3,1,2,1,793,0,0,0,793,793,0,0,0,0,0,0,0,793,0,793,0,0,0,0,0,0,0,793,0,0,0,1,1,63,1,1,0,2,0,1,0,1,5,66,20520,26960,47480,63,69
124,0,2,6312,909,7615,2,3,2,1,3750,1250,1250,250,1000,2250,1500,1250,0,0,250,0,1250,1000,0,3500,1500,1250,0,0,250,0,1250,1000,0,0,0,1,2,82,1,1,0,2,0,1,0,0,10,81.5,25982,96267.53503,122249.535,82,81
125,0,2,6364,1009,6136,1,2,3,1,4114,980,980,0,2154,3134,980,980,0,0,0,0,980,2154,0,4114,980,980,0,0,0,0,980,2154,0,0,0,1,1,86,1,1,0,2,0,1,0,0,7,85.5,20936,187450,208386,86,85
126,2,4,1071,931,4505,4,2,1,1,651,0,0,0,651,326,326,0,0,0,0,0,0,326,326,0,651,0,0,0,0,0,0,0,651,0,0,1,1,56,2,0,0,6,1,0,0,0,7,25,15371,51038,66409,56,4
127,1,5,4808,1420,12029,1,4,1,1,1437,0,0,0,1437,1437,0,0,0,0,0,0,0,1437,0,411,1437,0,0,0,0,0,0,0,1437,0,0,1,1,29,1,0,1,8,0,1,1,0,4,17.625,41041,55265,96306,29,6
128,4,2,217,3988,20357,4,3,1,1,2759,0,0,400,2359,2359,400,0,0,0,400,0,0,2359,0,2359,400,0,0,0,400,0,0,2359,0,0,0,1,1,26,2,0,0,6,1,0,0,0,13,42.5,69459,0,69459,26,26
129,2,2,962,629,14749,4,9,1,1,3507,0,0,650,2857,0,3507,0,0,0,650,0,0,0,2857,982,2525,0,0,0,650,0,0,982,1875,1,0,1,1,48,0,1,0,4,1,0,0,0,24,32.75,50324,86642,136966,48,19
130,0,2,1485,2654,6430,2,6,1,1,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0,0,0,1,1,72,1,0,0,1,0,1,0,1,3,72,21939,47437,69376,72,14
131,2,1,1021,1086,2139,2,5,1,1,1127,0,0,0,1127,1127,0,0,0,0,0,0,0,1127,0,1127,0,0,0,0,0,0,0,1127,0,0,0,1,1,90,1,0,1,2,1,1,0,0,6,68.5,7299,35357,42656,90,47
132,2,3,924,1102,2149,4,3,1,1,613,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,0,1,2,25,2,1,1,4,1,0,0,0,5,18.5,7332,10084,17416,25,10
133,0,2,9089,249,7165,3,9,4,0,2770,1352,0,0,1418,1418,1352,0,1352,0,0,0,0,1418,0,0,2770,0,1352,0,0,0,0,0,1418,0,0,0,2,42,2,1,0,3,1,0,0,0,11,25.33333333,24447,99491.19845,123938.1984,42,2
134,2,2,1865,2350,9503,4,3,3,1,3838,0,1881,0,1957,978,2859,0,0,0,0,0,1881,978,978,1155,3249,0,0,0,0,0,1881,589,1368,0,1,1,1,45,1,0,0,1,0,0,0,0,8,45,32424,48260,80684,45,21
135,0,2,5272,1059,15652,3,9,3,1,3312,696,696,400,1520,1520,1792,0,696,0,400,0,696,1520,0,2912,1792,0,696,0,400,0,696,1520,0,0,0,0,1,44,2,1,0,5,1,0,0,0,24,26.6,53405,126155,179560,44,9
136,0,2,6609,150,26101,2,7,4,1,2108,0,0,400,1708,1708,400,0,0,0,400,0,0,1708,0,1708,400,0,0,0,400,0,0,1708,0,0,0,0,2,50,2,1,0,2,1,0,0,0,23,50,89057,82969.65464,172026.6546,50,50
137,0,2,2949,2401,29812,1,9,4,1,8736,2184,2184,650,3718,5902,2834,2184,0,0,650,0,2184,3718,0,8086,2834,2184,0,0,650,0,2184,3718,0,1,0,1,1,65,1,1,0,2,1,1,0,0,24,65,101719,30607,132326,65,65
138,0,2,3187,2129,17506,1,4,4,1,1848,0,0,400,1448,1848,0,0,0,400,0,0,0,1448,0,869,1848,0,0,0,400,0,0,0,1448,0,0,1,2,62,1,1,0,6,1,1,1,0,10,35.33333333,59732,85162.28843,144894.2884,62,5
139,0,5,4257,1586,8627,2,5,1,1,866,0,0,0,866,866,0,0,0,0,0,0,0,866,0,650,866,0,0,0,0,0,0,0,866,0,0,1,2,22,2,1,1,4,1,0,0,0,12,29.5,29435,4875,34310,22,23
140,0,2,4758,1454,8968,3,5,2,1,5208,0,1736,250,3222,3222,1986,0,0,0,250,0,1736,3222,0,4958,1986,0,0,0,250,0,1736,3222,0,0,0,1,2,73,1,1,0,2,0,1,0,0,11,72.5,30599,150440,181039,73,72
141,0,2,6004,913,23055,6,2,4,0,8990,1798,1798,0,5394,6743,2248,1349,450,0,0,0,1798,5394,0,1124,8990,0,1798,0,0,0,1798,0,5394,0,0,1,2,46,2,0,0,2,1,1,0,0,5,60.5,78664,124709.3189,203373.3189,46,75
142,0,4,3802,1555,4824,4,4,1,1,650,0,0,0,650,650,0,0,0,0,0,0,0,650,0,0,650,0,0,0,0,0,0,0,650,0,0,0,2,40,2,0,1,3,1,0,0,0,7,24.66666667,16459,33443,49902,40,17
143,0,2,5082,1344,15019,3,1,2,1,4084,1188,520,0,2376,2636,1448,0,1188,0,0,260,260,2376,0,1815,4084,0,1188,0,0,0,520,0,2376,0,0,1,1,39,2,0,0,4,1,0,1,1,5,17,51245,72405,123650,39,4
144,2,2,1242,1614,8033,4,3,4,1,1904,0,952,0,952,952,952,0,0,0,0,0,952,952,0,0,1904,0,0,0,0,0,952,0,952,0,0,1,1,40,1,1,0,4,0,1,0,0,7,25.75,27409,30462,57871,40,6
145,0,2,5878,1212,12155,3,1,3,1,4230,1410,1410,0,1410,1410,2820,0,1410,0,0,0,1410,1410,0,4230,2820,0,1410,0,0,0,1410,1410,0,0,0,1,1,50,1,1,0,4,1,1,0,0,7,36,41473,113540,155013,50,16
146,0,2,4262,1911,14375,3,3,2,1,5952,1984,1984,250,1734,3472,2480,1488,496,250,0,0,1984,1734,0,1715,3942,1488,496,0,250,0,1984,522,1212,0,0,1,1,71,1,1,0,2,0,1,0,0,9,71.5,49046,66782,115828,71,72
147,0,1,3521,1823,5969,3,1,1,1,460,0,0,0,460,460,0,0,0,0,0,0,0,460,0,307,460,0,0,0,0,0,0,0,460,0,0,0,2,54,1,0,0,1,0,0,1,1,1,54,20366,62730.67185,83096.67185,54,4
148,0,2,3296,1587,7019,2,6,1,1,1824,912,0,0,912,912,912,0,912,0,0,0,0,912,0,1824,912,0,912,0,0,0,0,912,0,0,0,0,2,34,2,0,0,1,0,0,0,0,11,34,23949,24223,48172,34,28
149,2,1,986,572,2799,3,4,1,0,1008,0,0,0,1008,1008,0,0,0,0,0,0,0,1008,0,0,1008,0,0,0,0,0,0,0,1008,0,0,1,1,65,1,0,1,2,0,1,0,1,5,40.5,9551,44977.53205,54528.53205,65,16
150,0,2,3041,2194,27495,2,7,4,0,4692,0,2346,400,1946,1946,2746,0,0,0,400,0,2346,1946,0,4292,2746,0,0,0,400,0,2346,1946,0,0,0,0,2,41,2,1,0,4,1,0,0,0,16,24,93813,63627.28373,157440.2837,41,6
151,0,3,4488,1409,9201,1,2,1,1,3530,1100,0,0,2430,2430,1100,0,1100,0,0,0,0,2430,0,0,3530,0,1100,0,0,0,0,0,2430,0,0,1,1,46,2,0,1,3,0,0,0,0,7,46.33333333,31394,76773,108167,46,26
152,4,4,608,3370,5667,4,5,1,1,455,0,0,0,455,455,0,0,0,0,0,0,0,455,0,455,0,0,0,0,0,0,0,455,0,0,0,1,2,59,0,1,0,3,1,0,0,0,15,45.33333333,19336,20521.47337,39857.47337,59,24
153,0,2,5193,1088,11927,1,1,1,1,2695,275,750,0,1670,1670,1025,0,275,0,0,0,750,1670,0,1155,2695,0,275,0,0,0,750,0,1670,1,1,0,2,33,2,1,0,2,1,0,0,0,9,33,40695,122142,162837,33,33
154,0,2,6595,724,4122,2,1,1,1,2692,864,0,0,1828,1828,864,0,864,0,0,0,0,1828,0,1346,2692,0,864,0,0,0,0,0,1828,0,0,0,1,67,2,0,0,1,1,0,0,0,13,67,14064,146015,160079,67,17
155,4,2,1171,2707,12811,2,9,1,1,4200,0,2100,400,1700,1700,2500,0,0,0,400,0,2100,1700,0,3800,2500,0,0,0,400,0,2100,1700,0,0,0,0,2,32,2,0,0,1,1,0,0,0,10,32,43711,28710.54805,72421.54805,32,46
156,0,2,4568,122,11386,2,9,4,0,1606,0,0,0,1606,1606,0,0,0,0,0,0,0,1606,0,0,1606,0,0,0,0,0,0,0,1606,0,0,0,2,56,2,0,0,1,1,0,0,0,18,56,38849,56526.63965,95375.63965,56,5
157,2,2,3260,28,4973,4,3,3,1,2177,0,0,0,2177,2177,0,0,0,0,0,0,0,2177,0,0,2177,0,0,0,0,0,0,0,2177,0,0,0,1,36,2,1,0,2,1,0,0,0,24,36,16968,51656,68624,36,36
158,0,2,5110,1255,7348,3,6,2,1,2116,0,0,400,1716,1716,400,0,0,0,400,0,0,1716,0,1716,400,0,0,0,400,0,0,1716,0,0,0,1,2,45,2,1,1,2,1,0,0,0,12,42,25071,76763,101834,45,39
159,0,2,3653,1685,19845,2,8,4,0,1430,0,0,0,1430,1430,0,0,0,0,0,0,0,1430,0,1430,0,0,0,0,0,0,0,1430,0,0,0,1,2,44,2,1,0,2,1,0,0,0,7,40,67712,37552.92587,105264.9259,44,36
160,0,4,4914,1164,2255,4,2,1,1,2832,0,0,0,2832,0,2832,0,0,0,0,0,0,0,2832,1416,2832,0,0,0,0,0,0,0,2832,0,0,1,2,71,0,0,0,1,1,1,0,0,6,71,7693,32887,40580,71,49
161,0,2,2133,2271,14451,2,1,1,1,5600,0,1500,0,4100,4100,1500,0,0,0,0,0,1500,4100,0,5600,1500,0,0,0,0,0,1500,4100,0,0,0,1,1,82,1,0,0,1,0,1,0,0,7,82,49307,67605,116912,82,8
162,0,1,4611,975,10916,3,6,1,1,530,0,0,0,530,530,0,0,0,0,0,0,0,530,0,177,530,0,0,0,0,0,0,0,530,0,0,1,1,25,1,1,1,2,1,0,0,0,5,24.5,37245,53719.31916,90964.31916,25,24
163,0,5,6032,1125,3050,1,4,1,1,591,0,0,0,591,591,0,0,0,0,0,0,0,591,0,591,0,0,0,0,0,0,0,591,0,0,0,1,2,64,1,0,0,1,0,1,0,0,4,64,10406,80097,90503,64,39
164,0,2,5854,857,4897,3,1,3,1,2470,412,412,0,1647,2058,412,412,0,0,0,0,412,1647,0,706,2470,0,412,0,0,0,412,0,1647,0,0,1,1,39,1,1,0,2,0,0,0,0,11,38.5,16709,131403,148112,39,38
165,0,5,5612,1304,5173,1,5,1,1,990,0,0,0,990,990,0,0,0,0,0,0,0,990,0,198,990,0,0,0,0,0,0,0,990,0,0,1,2,22,1,1,0,4,1,0,0,0,7,24,17650,84275,101925,22,1
166,0,2,1667,3401,20411,4,5,1,1,1745,0,0,0,1745,1745,0,0,0,0,0,0,0,1745,0,1745,0,0,0,0,0,0,0,1745,0,0,0,1,2,56,2,1,1,5,1,0,0,0,11,50.6,69642,52994,122636,56,28
167,0,2,4156,808,35308,3,9,4,0,4976,1144,1144,400,2288,3224,1752,1144,0,0,400,0,1144,2080,208,4576,1544,1144,0,0,400,0,1144,2288,0,0,0,0,2,45,2,1,0,4,1,0,0,0,24,29.25,120471,75722.9279,196193.9279,45,12
168,4,2,193,4136,24178,4,5,2,0,1672,0,0,250,1422,1422,250,0,0,0,250,0,0,1422,0,1422,0,0,0,250,0,0,0,1422,0,1,0,1,1,37,2,1,0,4,1,0,0,0,10,26.25,82496,44244.64927,126740.6493,37,8
169,0,2,7120,971,10710,3,3,1,1,1800,900,0,0,900,1800,0,900,0,0,0,0,0,900,0,1800,900,0,900,0,0,0,0,900,0,0,0,0,2,32,2,1,0,1,1,0,0,0,23,32,36543,104855,141398,32,36
170,0,1,2959,2274,23855,3,9,4,0,1248,0,0,0,1248,312,936,0,0,0,0,0,0,312,936,1248,0,0,0,0,0,0,0,1248,0,0,0,1,2,41,1,1,0,2,0,0,1,0,6,41,81393,27899.01908,109292.0191,41,41
171,0,2,7444,75,5165,4,2,4,0,1216,0,0,0,1216,811,405,0,0,0,0,0,0,811,405,0,1216,0,0,0,0,0,0,0,1216,0,0,0,2,59,2,1,1,2,1,0,0,0,10,57.5,17623,81390.16596,99013.16596,59,56
172,0,2,4752,1424,11627,4,8,3,1,7560,2520,0,650,4390,6910,650,2520,0,0,650,0,0,4390,0,6910,650,2520,0,0,650,0,0,4390,0,0,0,0,2,64,2,1,0,2,1,0,0,0,24,54.5,39671,109074,148745,64,45
173,0,2,5214,946,13046,2,8,3,1,3881,870,0,400,2611,2829,1053,218,653,0,400,0,0,2611,0,3481,1270,0,870,0,400,0,0,2611,0,0,0,0,1,21,2,1,0,3,1,0,0,0,17,24.33333333,44512,66885,111397,21,22
174,0,2,7326,520,7999,3,10,2,0,3842,1064,1064,650,1064,2778,1064,1064,0,650,0,0,1064,1064,0,638,3842,0,1064,0,650,0,1064,0,1064,0,0,0,1,32,0,1,0,4,1,0,0,0,12,20.5,27293,102524.8267,129817.8267,32,6
175,0,2,5475,703,8148,1,5,4,0,2376,1188,0,0,1188,1366,1010,891,297,0,0,0,0,475,713,475,2376,0,1188,0,0,0,0,0,1188,0,0,0,2,62,1,0,0,1,0,1,0,0,7,62,27801,61939.55873,89740.55873,62,16
176,0,2,1563,2511,38508,2,7,3,1,5374,0,1658,400,3316,3316,2058,0,0,0,400,0,1658,3316,0,4974,2058,0,0,0,400,0,1658,3316,0,0,0,1,2,62,1,1,0,3,1,1,0,0,24,69.33333333,131389,0,131389,62,61
177,0,2,7320,764,6629,3,2,1,1,1812,906,0,0,906,1812,0,906,0,0,0,0,0,906,0,1812,906,0,906,0,0,0,0,906,0,0,0,1,2,49,2,1,0,3,1,0,1,0,12,39,22618,79439,102057,49,21
178,0,2,6072,801,2037,2,1,1,1,2184,728,0,0,1456,1456,728,0,728,0,0,0,0,1456,0,364,2184,0,728,0,0,0,0,0,1456,0,0,0,2,49,2,0,0,1,1,0,0,0,6,49,6951,171002,177953,49,19
179,1,5,5493,1135,4238,1,4,3,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,222,666,0,0,0,0,0,0,0,666,0,0,0,1,66,1,0,0,1,0,1,0,0,8,66,14460,49922.44622,64382.44622,66,25
180,0,1,9234,0,7102,3,9,1,1,1624,0,0,0,1624,1624,0,0,0,0,0,0,0,1624,0,696,1624,0,0,0,0,0,0,0,1624,0,0,0,1,57,2,0,0,1,1,0,1,0,15,57,24232,57521,81753,57,22
181,0,3,7417,527,6187,2,1,2,1,4352,1088,1088,0,2176,2176,2176,0,1088,0,0,0,1088,2176,0,0,4352,0,1088,0,0,0,1088,0,2176,1,0,0,1,49,0,1,0,3,1,0,0,0,20,39,21110,29224,50334,49,14
182,2,2,1665,1482,6840,4,10,2,1,3100,0,0,400,2700,2700,400,0,0,0,400,0,0,2700,0,2700,400,0,0,0,400,0,0,2700,0,0,0,1,2,83,2,1,0,2,1,1,0,0,23,81.5,23338,43115,66453,83,80
183,0,3,5648,1075,2158,1,7,3,1,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0,0,0,1,2,46,1,0,0,1,0,0,1,1,3,46,7363,79640,87003,46,14
184,0,2,3366,1876,8151,3,1,1,1,1650,588,0,0,1062,1062,588,0,588,0,0,0,0,1062,0,330,1650,0,588,0,0,0,0,0,1062,0,0,1,1,44,1,0,0,2,0,0,1,0,5,29.5,27811,98887,126698,44,15
185,0,2,5742,982,9466,3,4,1,1,1800,900,0,0,900,1800,0,900,0,0,0,0,0,900,0,1800,0,900,0,0,0,0,0,900,0,0,0,0,1,30,0,1,0,3,1,0,0,0,10,21,32298,46206,78504,30,3
186,1,2,5597,1035,5899,4,6,2,1,3153,0,834,650,1669,1669,1484,0,0,0,650,0,834,1669,0,0,3153,0,0,0,650,0,834,0,1669,0,0,0,2,52,2,1,1,7,1,1,0,0,23,27.42857143,20127,61224,81351,52,10
187,0,2,5241,1441,11642,1,3,2,1,3362,1053,0,0,2309,2309,1053,0,1053,0,0,0,0,2309,0,3362,1053,0,1053,0,0,0,0,2309,0,0,0,1,1,83,1,0,0,2,0,1,0,0,8,81,39723,141590,181313,83,79
188,0,3,5472,1075,16457,3,3,1,1,2297,0,1120,0,1177,1177,1120,0,0,0,0,0,1120,1177,0,919,2297,0,0,0,0,0,1120,0,1177,0,0,1,1,28,2,1,0,4,1,0,0,0,6,19.25,56151,114425,170576,28,3
189,3,2,2024,3118,22230,1,8,3,1,4998,0,1666,400,2932,2932,2066,0,0,0,400,0,1666,2932,0,4598,2066,0,0,0,400,0,1666,2932,0,0,1,1,2,38,2,1,0,6,1,0,0,0,24,22,75849,72545,148394,38,9
190,0,2,8201,542,9317,1,1,4,0,2268,0,0,0,2268,2268,0,0,0,0,0,0,0,2268,0,0,2268,0,0,0,0,0,0,0,2268,0,0,0,2,48,2,0,0,3,1,0,0,0,24,42,31790,128445.4667,160235.4667,48,36
191,0,2,6182,990,6640,3,4,1,1,1068,0,0,0,1068,1068,0,0,0,0,0,0,0,1068,0,1068,0,0,0,0,0,0,0,1068,0,0,0,1,1,38,0,0,0,3,1,0,0,0,11,46,22656,101068,123724,38,38
192,0,5,4487,1333,14641,1,3,1,0,727,0,0,0,727,727,0,0,0,0,0,0,0,727,0,485,727,0,0,0,0,0,0,0,727,0,0,0,1,24,0,0,0,1,1,0,0,0,6,24,49955,43387.22278,93342.22278,24,14
193,0,2,4638,1358,10309,1,11,4,1,5640,2820,0,400,2420,2420,3220,0,2820,0,400,0,0,2420,0,5240,3220,0,2820,0,400,0,0,2420,0,0,0,1,1,65,1,1,0,3,0,1,0,0,10,61,35174,74500,109674,65,49
194,4,2,463,3414,9282,7,4,1,0,2012,0,0,250,1762,755,1257,0,0,0,250,0,0,755,1007,713,1299,0,0,0,250,0,0,713,1049,0,0,1,1,62,1,0,0,1,0,0,0,0,4,62,31670,17760.2566,49430.2566,62,1
195,0,1,5271,1338,12698,3,6,1,1,720,0,0,0,720,720,0,0,0,0,0,0,0,720,0,273,447,0,0,0,0,0,0,273,447,0,0,1,1,20,0,1,0,3,1,0,0,0,13,15.33333333,43326,73403.19476,116729.1948,20,1
196,1,3,6632,844,7900,3,1,1,1,3023,989,989,0,1045,1539,1484,495,495,0,0,0,989,1045,0,605,3023,0,989,0,0,0,989,0,1045,0,0,1,1,57,1,1,0,3,0,1,1,1,5,49.33333333,26955,184808,211763,57,31
197,0,2,4992,1515,34999,2,1,2,1,5952,1488,1488,0,2976,2976,2976,0,1488,0,0,0,1488,2976,0,5952,2976,0,1488,0,0,0,1488,2976,0,0,0,0,2,56,2,1,0,2,1,0,0,0,24,55,119417,128213,247630,56,54
198,0,2,2856,1665,9333,3,3,4,1,1000,0,0,0,1000,1000,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,1000,0,0,0,1,1,81,1,0,0,1,0,1,1,1,3,81,31844,49670.60723,81514.60723,81,39
199,0,2,3957,1484,15599,3,1,3,1,1669,556,0,0,1113,1113,556,0,556,0,0,0,0,1113,0,693,1207,0,556,0,0,0,0,462,651,0,0,0,2,51,2,1,0,3,1,0,0,0,13,41.66666667,53224,99916,153140,51,25
200,4,2,1226,2470,8857,7,3,4,0,680,0,0,250,430,430,250,0,0,0,250,0,0,430,0,430,250,0,0,0,250,0,0,430,0,0,0,1,1,52,0,1,0,2,1,0,0,0,5,52,30221,17551.97755,47772.97755,52,52
201,0,5,4936,1215,9232,1,5,1,1,1240,0,0,0,1240,1240,0,0,0,0,0,0,0,1240,0,1240,0,0,0,0,0,0,0,1240,0,0,0,0,2,45,2,0,0,3,1,0,0,0,11,21.33333333,31500,55827,87327,45,9
202,0,2,4359,1792,26675,1,5,3,0,7200,1800,1800,0,3600,5400,1800,1800,0,0,0,0,1800,3600,0,800,7200,0,1800,0,0,0,1800,0,3600,0,0,0,2,46,2,0,0,4,1,0,0,0,14,29,91016,109537.0228,200553.0228,46,4
203,0,1,4085,1684,14154,3,5,4,0,780,0,0,0,780,780,0,0,0,0,0,0,0,780,0,780,780,0,0,0,0,0,0,0,780,0,0,0,2,34,1,1,0,4,1,0,0,1,6,21.5,48293,62585.03447,110878.0345,34,6
204,0,2,5878,932,9294,3,2,4,0,6360,1272,1272,0,3816,3816,2544,0,1272,0,0,0,1272,3816,0,0,6360,0,1272,0,0,0,1272,0,3816,0,0,1,2,50,1,0,0,1,0,1,0,1,1,50,31711,102624.5464,134335.5464,50,20
205,0,2,6106,1128,16834,2,11,3,1,9200,2200,0,650,6350,6350,2850,0,2200,0,650,0,0,6350,0,8550,2850,0,2200,0,650,0,0,6350,0,0,0,1,2,39,2,0,0,4,1,0,0,0,14,20.25,57438,125538,182976,39,3
206,0,2,4166,1881,15889,3,3,4,0,4545,1305,1620,0,1620,2925,1620,1305,0,0,0,0,1620,1620,0,4545,2925,0,1305,0,0,0,1620,1620,0,1,0,1,2,68,1,1,0,3,1,1,0,0,9,59.33333333,54213,76874.96364,131087.9636,68,43
207,2,2,2480,46,3118,2,3,1,1,1212,0,0,400,812,812,400,0,0,0,400,0,0,812,0,0,1212,0,0,0,400,0,0,0,812,0,0,0,1,23,2,1,1,4,1,0,0,0,17,12.75,10639,39617,50256,23,1
208,0,5,5010,1340,4298,3,6,2,1,775,0,0,0,775,775,0,0,0,0,0,0,0,775,0,775,0,0,0,0,0,0,0,775,0,1,0,0,2,31,2,0,0,2,0,0,0,0,8,26.5,14665,71740,86405,31,22
209,2,2,1042,963,6276,4,3,3,1,2726,775,0,400,1551,1329,1397,0,775,0,400,0,0,1329,222,0,2726,0,775,0,400,0,0,0,1551,0,0,1,2,66,1,1,0,2,0,1,0,0,10,62,21414,45688,67102,66,58
210,2,3,1286,449,8913,4,7,3,1,2826,0,0,400,2426,2426,400,0,0,0,400,0,0,2426,0,938,1888,0,0,0,400,0,0,938,1488,0,0,0,1,54,0,0,0,1,0,0,0,0,22,54,30411,18223,48634,54,9
211,3,1,827,3864,18236,3,6,4,0,2032,0,0,0,2032,2032,0,0,0,0,0,0,0,2032,0,2032,0,0,0,0,0,0,0,2032,0,0,0,1,2,62,1,1,0,2,0,1,0,0,18,59,62220,34038.18526,96258.18526,62,56
212,0,3,5951,857,8265,1,3,1,1,3493,795,0,0,2698,2698,795,0,795,0,0,0,0,2698,0,1164,3493,0,795,0,0,0,0,0,2698,0,0,1,2,57,2,1,0,4,1,0,0,0,7,29.75,28200,158775,186975,57,8
213,0,2,5189,1438,18421,2,1,2,1,3525,1175,0,0,2350,1637,1888,294,881,0,0,0,0,1343,1007,3525,1175,0,1175,0,0,0,0,2350,0,0,0,1,2,51,2,0,0,5,1,0,0,0,11,31.4,62852,71490,134342,51,17
214,0,2,5212,1052,14100,3,7,2,0,1966,957,0,0,1009,1966,0,957,0,0,0,0,0,1009,0,1966,0,957,0,0,0,0,0,1009,0,0,0,0,2,45,2,0,0,2,1,0,0,0,17,31,48111,70240.76887,118351.7689,45,17
215,3,4,1029,3125,10507,2,4,3,0,935,0,0,0,935,701,234,0,0,0,0,0,0,701,234,467,935,0,0,0,0,0,0,0,935,0,0,0,2,33,2,0,1,3,1,0,0,0,13,26,35850,20146.96077,55996.96077,33,19
216,0,2,4447,1476,19686,3,5,4,0,3120,0,0,0,3120,1783,1337,0,0,0,0,0,0,1783,1337,0,3120,0,0,0,0,0,0,0,3120,0,0,1,1,72,1,0,0,2,0,1,0,0,6,54,67169,69322.38381,136491.3838,72,36
